State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Flow(%),Unemployment Rate(%),1 Bed Average,2 Bed Average,Highest Marginal Income Tax Rate (%),Median Home Price 2017
AR,Clark County,6265,331713,527,19698,473,15490,-54,-0.862,3.8,508,676,6.9,99006
TN,Humphreys County,6262,350498,385,17371,446,24165,61,0.974,4.3,540,681,0.0,112136
AR,Ashley County,6257,319699,287,10739,251,9606,-36,-0.575,5.5,543,643,6.9,71076
NC,Swain County,6256,289141,392,13879,395,19431,3,0.048,4.3,640,735,5.25,130874
SC,Saluda County,6255,319868,415,16493,428,19630,13,0.208,3.1,832,956,7.0,98358
GA,Elbert County,6251,286631,338,14052,347,16675,9,0.144,4.8,510,678,5.75,87066
IA,Crawford County,6241,354185,388,15219,323,11859,-65,-1.041,3.4,496,660,8.53,98646
GA,Crisp County,6236,290537,408,14020,418,16768,10,0.16,4.9,573,664,5.75,89301
IL,Warren County,6235,347080,422,18909,351,14150,-71,-1.139,4.2,568,755,4.95,85717
WI,Bayfield County,6235,392425,392,21626,447,34571,55,0.882,4.9,586,780,7.65,175372
WV,Mingo County,6228,283154,353,12740,228,6663,-125,-2.007,7.6,553,735,6.5,73309
FL,Taylor County,6225,317241,319,15276,296,11325,-23,-0.369,3.8,574,686,0.0,91920
IL,Union County,6215,345137,291,11964,243,10156,-48,-0.772,6.5,504,670,4.95,100735
TN,DeKalb County,6214,306480,479,16659,545,24146,66,1.062,4.4,461,613,0.0,142729
KY,Harrison County,6210,330851,417,16655,422,17835,5,0.081,4.1,577,663,5.0,140102
TX,DeWitt County,6205,540090,506,33287,480,23532,-26,-0.419,3.1,583,776,0.0,107410
IL,Mercer County,6202,393710,386,18426,363,17429,-23,-0.371,5.3,641,822,4.95,108595
OK,Beckham County,6201,384265,501,24589,446,21412,-55,-0.887,2.6,708,942,5.0,119729
WI,Marquette County,6188,321174,449,16037,568,28527,119,1.923,3.5,578,769,7.65,154551
IA,Hardin County,6186,338942,419,20355,364,15925,-55,-0.889,2.8,489,650,8.53,96428
TX,Burleson County,6173,380228,423,18504,539,28589,116,1.879,3.6,802,964,0.0,106343
KY,Johnson County,6166,316151,375,15697,336,12967,-39,-0.633,6.9,471,620,5.0,95193
VA,Lee County,6162,265396,265,9404,254,8201,-11,-0.179,4.1,596,684,5.75,83577
KY,Allen County,6156,295353,377,13368,475,18808,98,1.592,3.7,566,713,5.0,108054
PA,Potter County,6152,318102,372,15526,274,10214,-98,-1.593,5.3,594,702,3.07,108137
UT,Carbon County,6142,352992,391,16419,422,16382,31,0.505,4.5,601,794,4.95,142387
ND,Richland County,6136,432412,445,19746,426,18689,-19,-0.31,2.6,566,697,2.9,118089
NC,Northampton County,6131,272670,392,11946,416,14457,24,0.391,5.1,532,708,5.25,87642
MS,Covington County,6128,282283,399,13758,356,12215,-43,-0.702,4.4,538,673,5.0,80185
IN,Fountain County,6111,320647,427,18333,447,18603,20,0.327,3.6,606,806,3.23,100499
NC,Bertie County,6102,303139,365,11693,303,9801,-62,-1.016,4.9,606,696,5.25,84431
GA,Greene County,6093,645643,428,44530,627,105277,199,3.266,4.2,598,718,5.75,187117
SC,Hampton County,6075,276645,343,13364,325,10378,-18,-0.296,3.5,506,673,7.0,80337
WV,Lewis County,6057,329074,321,13333,281,10786,-40,-0.66,5.7,586,717,6.5,101806
IL,Carroll County,6055,353887,325,13669,302,15504,-23,-0.38,4.5,542,721,4.95,101552
AL,Bibb County,6054,332129,450,18686,376,15189,-74,-1.222,4.0,832,955,5.0,112903
NC,Warren County,6036,253499,449,15913,455,21660,6,0.099,5.9,554,731,5.25,100483
IL,De Witt County,6030,391005,367,19042,337,15328,-30,-0.498,5.1,574,709,4.95,100122
NE,Seward County,6026,461173,405,17881,383,18614,-22,-0.365,2.6,590,734,6.84,173756
SD,Union County,6017,929120,561,39879,637,55128,76,1.263,3.2,638,848,0.0,173417
AR,Arkansas County,6006,332596,329,12397,270,10647,-59,-0.982,3.4,518,683,6.9,83686
VA,Prince Edward County,5988,311053,600,25360,516,21220,-84,-1.403,3.8,689,917,5.75,158357
MN,Roseau County,5984,380384,305,14987,242,10786,-63,-1.053,3.3,555,738,9.85,127641
IA,Kossuth County,5981,378468,355,16874,333,14500,-22,-0.368,2.0,497,661,8.53,110158
MN,Redwood County,5981,366213,343,15791,325,14339,-18,-0.301,3.6,578,697,9.85,104914
IL,Wayne County,5979,309876,266,10740,261,10381,-5,-0.084,5.6,504,670,4.95,80302
TX,Deaf Smith County,5977,252104,394,15805,286,9839,-108,-1.807,2.8,617,821,0.0,94520
NC,Yancey County,5968,291333,287,10895,424,21493,137,2.296,3.6,566,753,5.25,149601
TX,Freestone County,5964,329604,438,20430,420,21453,-18,-0.302,5.8,586,699,0.0,92480
OK,Adair County,5960,241880,395,12941,388,13006,-7,-0.117,4.2,524,697,5.0,83023
VA,Giles County,5960,322152,323,16296,312,12884,-11,-0.185,3.3,557,721,5.75,120902
TX,Young County,5956,409802,374,20160,374,19229,0,0.0,3.2,582,774,0.0,93983
KY,Wayne County,5954,254353,293,11009,264,10906,-29,-0.487,7.0,535,620,5.0,85811
CO,Otero County,5954,268394,409,16880,378,15130,-31,-0.521,5.0,615,818,4.63,102527
MS,Winston County,5947,281059,264,8302,273,10452,9,0.151,5.6,497,661,5.0,80185
TX,Lee County,5946,402284,475,22031,449,24267,-26,-0.437,3.1,648,817,0.0,148547
IN,Brown County,5939,376777,493,24019,560,31228,67,1.128,3.2,741,907,3.23,191651
VA,Southampton County,5931,345499,410,17618,440,18168,30,0.506,2.8,704,864,5.75,176770
VA,Patrick County,5926,283562,277,11046,307,11191,30,0.506,3.9,596,684,5.75,118665
TX,Bosque County,5926,344886,498,27785,606,29238,108,1.822,3.7,579,770,0.0,114606
IL,Clark County,5924,359125,331,13878,258,11689,-73,-1.232,5.2,556,716,4.95,89293
NE,Otoe County,5923,423319,428,21280,404,21387,-24,-0.405,2.8,524,692,6.84,138472
CO,Gunnison County,5918,403159,711,39750,692,49513,-19,-0.321,2.6,816,1002,4.63,350580
IL,Richland County,5913,318411,324,13407,264,10168,-60,-1.015,4.7,504,670,4.95,85002
GA,Tattnall County,5906,304294,498,18800,396,12728,-102,-1.727,4.2,574,659,5.75,93772
MS,Attala County,5905,282668,290,11127,210,7680,-80,-1.355,5.7,547,691,5.0,75122
CA,Mariposa County,5905,355435,579,27889,541,29406,-38,-0.644,5.3,777,989,12.3,277085
MN,Sibley County,5893,353593,380,16347,374,17242,-6,-0.102,3.2,559,740,9.85,153816
TN,Morgan County,5883,288302,341,12289,431,15569,90,1.53,4.5,547,728,0.0,99725
WV,Lincoln County,5879,274466,333,13351,305,10479,-28,-0.476,6.9,519,644,6.5,81520
IN,Tipton County,5878,383716,442,19346,473,21745,31,0.527,2.8,696,838,3.23,121991
KY,Hart County,5877,246282,343,11079,376,13312,33,0.562,4.0,529,620,5.0,95088
VA,Buchanan County,5871,285092,265,10164,242,7575,-23,-0.392,5.5,632,726,5.75,73552
TN,Unicoi County,5866,285826,402,15267,392,15485,-10,-0.17,4.9,569,718,0.0,128618
VA,Nelson County,5858,396681,330,20937,443,31269,113,1.929,3.1,1107,1271,5.75,246128
NV,Humboldt County,5853,416941,485,29518,481,23434,-4,-0.068,3.4,752,994,0.0,185884
AL,Pickens County,5852,292653,295,11397,235,9422,-60,-1.025,4.6,456,606,5.0,96886
MO,Pike County,5845,300165,337,14248,324,15364,-13,-0.222,3.6,570,667,5.4,111919
MN,Aitkin County,5839,324252,409,18408,481,29928,72,1.233,5.6,607,807,9.85,182360
TX,Gaines County,5837,357624,360,20743,389,19482,29,0.497,2.6,556,700,0.0,119225
TX,Willacy County,5836,214958,373,13371,225,7543,-148,-2.536,9.9,553,697,0.0,52738
ME,Piscataquis County,5832,274080,343,14073,425,17748,82,1.406,4.2,617,708,7.15,120134
AR,Polk County,5830,262458,354,13073,343,14719,-11,-0.189,4.2,476,633,6.9,90773
ID,Gem County,5825,291389,514,22017,712,41480,198,3.399,3.4,615,818,6.925,178038
MN,Renville County,5819,352628,356,14792,334,13257,-22,-0.378,3.9,524,697,9.85,107822
MS,Chickasaw County,5810,249550,359,11680,333,10920,-26,-0.448,5.0,504,661,5.0,65925
MO,Cooper County,5810,300566,415,15741,436,18938,21,0.361,3.1,537,679,5.4,135458
MT,Hill County,5809,324730,407,15751,334,13635,-73,-1.257,3.6,556,708,6.9,140255
KY,Mason County,5806,338659,412,17926,372,15093,-40,-0.689,5.5,520,663,5.0,117226
MS,Tishomingo County,5801,290717,315,11841,339,12121,24,0.414,4.6,570,661,5.0,85455
NC,Greene County,5799,271333,400,13537,445,13864,45,0.776,3.9,538,716,5.25,90370
IA,Floyd County,5798,347821,407,18126,354,14154,-53,-0.914,2.7,520,650,8.53,108151
IA,Jefferson County,5795,351551,436,18167,430,9155,-6,-0.104,2.4,586,780,8.53,120720
WI,Ashland County,5793,292262,389,17946,372,19222,-17,-0.293,4.3,536,713,7.65,115269
KS,Osage County,5792,316223,439,17403,463,18913,24,0.414,3.8,628,832,5.7,112143
TN,Union County,5773,271476,478,17383,600,26387,122,2.113,4.1,741,904,0.0,122930
IN,Vermillion County,5766,303632,343,11994,360,12661,17,0.295,5.5,643,815,3.23,80875
CO,Park County,5762,415822,723,44826,968,66086,245,4.252,2.9,1226,1543,4.63,292180
MN,Kanabec County,5753,314663,381,15633,462,20692,81,1.408,5.5,666,886,9.85,158555
GA,Pierce County,5750,322783,416,15488,484,20169,68,1.183,3.8,574,659,5.75,105373
GA,Pike County,5746,391483,503,23863,546,28299,43,0.748,3.6,957,1099,5.75,181508
AL,Macon County,5737,247548,419,13670,336,11425,-83,-1.447,5.5,477,634,5.0,81372
TX,Leon County,5717,303052,423,19081,504,29540,81,1.417,5.0,550,697,0.0,109880
WV,Taylor County,5717,330999,353,18253,319,16222,-34,-0.595,4.8,598,687,6.5,103458
KY,Letcher County,5715,258762,293,11274,197,7455,-96,-1.68,6.5,525,668,5.0,61670
WI,Price County,5710,289682,325,14735,329,18807,4,0.07,3.7,518,689,7.65,128792
PA,Fulton County,5705,322026,298,16050,258,11063,-40,-0.701,3.9,607,697,3.07,162675
CO,Grand County,5703,447418,727,46815,799,55384,72,1.262,2.7,835,1110,4.63,318303
MS,Holmes County,5702,188692,306,9304,253,7929,-53,-0.929,8.9,528,661,5.0,52285
MI,Arenac County,5697,279378,404,14241,420,18218,16,0.281,7.1,547,697,4.25,96044
GA,Rabun County,5693,326324,380,23856,510,48666,130,2.284,4.0,585,778,5.75,167959
AR,Grant County,5670,372460,395,16115,430,18874,35,0.617,3.1,643,738,6.9,125191
TX,Tyler County,5657,288007,387,16942,464,22434,77,1.361,6.6,596,720,0.0,87539
IA,Hamilton County,5652,386420,335,16450,334,15265,-1,-0.018,2.7,559,718,8.53,104455
TX,Robertson County,5648,288746,481,18738,445,19288,-36,-0.637,4.1,802,964,0.0,100358
MO,Macon County,5642,268062,336,13539,314,10897,-22,-0.39,2.9,500,665,5.4,93528
GA,Dodge County,5638,252816,357,10898,303,8108,-54,-0.958,5.2,517,688,5.75,78125
IA,Madison County,5638,449048,453,24230,483,30662,30,0.532,3.2,756,934,8.53,170325
UT,Duchesne County,5635,359252,404,18337,377,17038,-27,-0.479,4.6,750,894,4.95,195221
TX,Eastland County,5624,193997,413,19282,471,19092,58,1.031,3.4,526,699,0.0,64231
MO,Gasconade County,5605,279478,341,11624,401,17350,60,1.07,2.9,504,641,5.4,129258
IL,Pike County,5599,295177,233,8958,203,7685,-30,-0.536,4.8,504,670,4.95,76318
VA,Appomattox County,5591,307724,345,14219,385,16535,40,0.715,3.6,680,848,5.75,163167
OR,Baker County,5565,274088,369,15241,398,17750,29,0.521,5.5,565,752,9.9,160150
IL,Washington County,5565,367738,333,14781,297,15165,-36,-0.647,3.0,572,761,4.95,110441
VA,Alleghany County,5533,308870,321,14289,293,10923,-28,-0.506,3.8,570,716,5.75,116210
KS,Neosho County,5529,285730,340,10696,305,9836,-35,-0.633,4.9,599,697,5.7,79779
KY,Russell County,5528,241412,304,12935,319,13018,15,0.271,5.8,506,620,5.0,92031
IA,Butler County,5528,337343,307,12492,274,11644,-33,-0.597,2.7,495,654,8.53,118396
WV,Wyoming County,5517,263366,225,9515,183,6293,-42,-0.761,7.1,542,644,6.5,70108
FL,Madison County,5510,250580,308,13106,325,13034,17,0.309,3.9,650,746,0.0,94410
GA,Appling County,5508,271497,291,11108,320,10695,29,0.527,4.3,520,659,5.75,76742
MO,Bates County,5507,284690,361,14208,407,16879,46,0.835,3.8,501,667,5.4,119032
IL,Bond County,5506,319840,354,14734,294,12394,-60,-1.09,4.4,638,751,4.95,122300
OK,McIntosh County,5503,255883,502,20145,566,25726,64,1.163,5.9,595,723,5.0,97440
NC,Avery County,5492,272973,416,23777,429,28065,13,0.237,3.6,646,829,5.25,148531
MN,Faribault County,5490,301098,318,15077,266,10325,-52,-0.947,3.5,524,697,9.85,93173
VA,Clarke County,5489,545020,518,34634,571,43132,53,0.966,2.9,1561,1793,5.75,353479
TN,Fentress County,5482,242125,307,11364,395,20115,88,1.605,4.2,489,621,0.0,112898
IN,Parke County,5471,288887,352,13552,360,15969,8,0.146,4.0,562,743,3.23,93190
MS,Jasper County,5470,254251,378,13312,333,12261,-45,-0.823,5.8,610,763,5.0,69542
NM,Roosevelt County,5468,235593,678,23355,510,17951,-168,-3.072,4.3,604,786,4.9,117190
WV,Wetzel County,5460,326640,264,11909,232,8804,-32,-0.586,7.2,538,644,6.5,93649
KY,Adair County,5455,223414,372,10774,350,11552,-22,-0.403,5.1,466,620,5.0,90555
VA,Floyd County,5451,294895,298,12672,310,16481,12,0.22,2.7,596,684,5.75,157334
KY,Henry County,5451,301940,465,18545,460,20309,-5,-0.092,3.9,698,873,5.0,135357
AR,Cross County,5448,264078,393,14888,276,11718,-117,-2.148,4.2,544,724,6.9,82748
IA,Allamakee County,5441,279816,260,10711,239,10537,-21,-0.386,3.1,490,650,8.53,129697
MN,Pennington County,5429,338982,384,20355,345,13215,-39,-0.718,4.2,571,759,9.85,143583
AL,Henry County,5423,369684,403,15874,441,18723,38,0.701,4.4,586,673,5.0,120037
TX,Andrews County,5410,478686,370,22013,557,33104,187,3.457,2.4,776,1032,0.0,135336
GA,Lamar County,5405,272403,460,16989,529,24118,69,1.277,4.6,578,743,5.75,148344
TN,Polk County,5402,262313,418,15644,433,18624,15,0.278,4.2,599,797,0.0,116762
AR,Drew County,5392,303798,429,16364,362,13851,-67,-1.243,5.0,511,680,6.9,97130
MI,Gogebic County,5391,256169,337,13192,315,12925,-22,-0.408,5.1,525,697,4.25,75733
MO,Wright County,5377,210712,420,13723,470,17239,50,0.93,4.1,482,641,5.4,94054
AR,Phillips County,5377,206829,346,10854,195,9783,-151,-2.808,6.1,482,641,6.9,69929
WI,Buffalo County,5344,281988,283,12005,319,13067,36,0.674,3.4,555,738,7.65,161419
AR,Randolph County,5343,234703,347,14223,435,14846,88,1.647,4.0,478,636,6.9,84937
IA,O'Brien County,5330,357006,348,12903,309,12698,-39,-0.732,2.0,489,650,8.53,114066
GA,Jefferson County,5327,235057,297,9319,260,10295,-37,-0.695,5.3,495,659,5.75,73655
IA,Mills County,5326,398026,361,18823,364,19693,3,0.056,2.1,792,987,8.53,170485
IA,Harrison County,5318,332295,302,13389,300,15248,-2,-0.038,2.2,792,987,8.53,116842
WI,Rusk County,5309,254064,305,11472,339,15202,34,0.64,4.0,543,722,7.65,114088
WV,Hardy County,5307,241728,294,9408,270,13279,-24,-0.452,5.5,528,692,6.5,125864
SC,Lee County,5306,203752,347,10620,325,8375,-22,-0.415,4.6,582,668,7.0,74370
KS,Atchison County,5297,309414,413,18669,338,17282,-75,-1.416,4.6,577,768,5.7,95879
IL,Moultrie County,5292,365201,400,15913,356,15766,-44,-0.831,3.8,588,675,4.95,109828
KY,Garrard County,5287,280226,484,21125,519,23616,35,0.662,4.4,538,676,5.0,138099
WY,Carbon County,5280,385692,511,30348,435,20870,-76,-1.439,3.8,653,864,0.0,165738
MO,New Madrid County,5273,252820,491,18236,400,13846,-91,-1.726,4.8,495,658,5.4,78291
GA,Banks County,5266,285933,573,21995,641,27427,68,1.291,3.1,593,714,5.75,137198
TN,Benton County,5249,243342,292,10843,393,14410,101,1.924,4.9,510,613,0.0,96568
OH,Harrison County,5243,311144,331,13585,283,11300,-48,-0.916,5.3,523,695,4.997,95100
MO,Moniteau County,5242,278664,316,11603,301,11942,-15,-0.286,3.0,488,649,5.4,123885
OK,Kingfisher County,5241,510181,339,20187,321,21179,-18,-0.343,2.1,660,758,5.0,139258
IN,Newton County,5205,293817,402,15629,384,18877,-18,-0.346,4.3,788,963,3.23,118380
MS,Clarke County,5172,259053,346,11671,252,9379,-94,-1.817,5.6,575,719,5.0,74398
IA,Page County,5164,296709,352,14494,268,12768,-84,-1.627,2.5,503,669,8.53,92520
NM,Socorro County,5161,222285,391,13632,301,11220,-90,-1.744,5.3,607,697,4.9,105604
MI,Presque Isle County,5160,264303,269,10829,301,15804,32,0.62,8.0,607,697,4.25,105659
MI,Missaukee County,5159,242032,371,13410,434,18277,63,1.221,5.0,675,775,4.25,115707
NE,York County,5151,347798,366,17060,287,12563,-79,-1.534,2.5,558,673,6.84,136035
AR,Franklin County,5141,276520,423,14324,393,15118,-30,-0.584,3.6,493,656,6.9,96926
TN,Chester County,5130,251600,439,15310,430,16287,-9,-0.175,3.8,642,782,0.0,122803
FL,Holmes County,5118,228295,428,15004,461,19636,33,0.645,4.0,597,686,0.0,100040
MO,Dallas County,5114,219918,446,16680,482,17236,36,0.704,3.9,517,683,5.4,113995
VA,Buckingham County,5094,245144,290,10677,372,16373,82,1.61,4.4,676,776,5.75,135544
IL,Mason County,5093,281298,321,12095,253,8704,-68,-1.335,6.0,580,771,4.95,82754
IA,Cass County,5091,284558,270,11191,278,12131,8,0.157,2.7,566,650,8.53,98857
IL,Ford County,5085,314102,361,17790,325,12353,-36,-0.708,4.8,742,907,4.95,104939
MS,Stone County,5082,254175,387,16948,421,17835,34,0.669,5.4,592,741,5.0,121627
WV,Barbour County,5072,249253,255,9719,229,9866,-26,-0.513,6.0,491,644,6.5,104491
TN,Johnson County,5072,234632,182,7661,341,18439,159,3.135,3.5,534,613,0.0,124221
OH,Monroe County,5071,350981,229,10368,183,9661,-46,-0.907,7.8,592,695,4.997,104545
ID,Idaho County,5065,249783,365,14320,391,22230,26,0.513,4.7,545,697,6.925,181159
VA,Brunswick County,5059,232514,338,14134,298,14635,-40,-0.791,4.9,671,893,5.75,113448
NE,Saline County,5059,293255,377,16281,360,15711,-17,-0.336,3.0,589,784,6.84,100649
TX,Scurry County,5044,356512,375,22837,327,19159,-48,-0.952,3.4,688,867,0.0,96454
SD,Lake County,5041,375364,720,47661,593,39201,-127,-2.519,3.4,575,660,0.0,162051
AR,Madison County,5041,239750,392,15007,408,17487,16,0.317,2.9,596,773,6.9,116403
AL,Washington County,5038,289932,305,12782,277,12248,-28,-0.556,5.8,547,686,5.0,88548
CO,Alamosa County,5030,269409,484,20684,523,21542,39,0.775,4.2,670,812,4.63,170767
GA,Berrien County,5026,243315,407,14091,476,13413,69,1.373,4.2,495,659,5.75,92281
IL,White County,5016,296719,257,10660,254,10058,-3,-0.06,4.3,504,670,4.95,71209
FL,Gilchrist County,5010,262981,460,16637,611,25273,151,3.014,3.8,770,950,0.0,104516
AR,Marion County,5007,208624,432,16875,533,25242,101,2.017,4.1,504,633,6.9,122246
AL,Fayette County,5003,239162,292,11361,300,11608,8,0.16,4.1,528,606,5.0,87810
IL,Massac County,5000,264743,289,10833,216,10162,-73,-1.46,7.0,599,797,4.95,84286
IL,Clay County,4992,254871,249,9240,259,9636,10,0.2,5.3,583,670,4.95,78872
IL,Lawrence County,4965,268903,314,12415,246,8240,-68,-1.37,5.9,523,696,4.95,73968
MO,Livingston County,4964,263337,329,13403,303,11786,-26,-0.524,2.5,523,696,5.4,111393
VA,Grayson County,4956,220241,302,11301,335,11586,33,0.666,3.1,596,684,5.75,97899
GA,Ben Hill County,4948,220313,328,10670,302,9859,-26,-0.525,5.9,534,710,5.75,86427
VA,Madison County,4934,273487,307,15182,321,19960,14,0.284,2.4,851,977,5.75,262393
TX,Jackson County,4930,296364,379,17659,339,16100,-40,-0.811,3.3,710,883,0.0,103865
TX,Frio County,4930,236918,327,15524,295,12247,-32,-0.649,2.9,553,735,0.0,81524
NC,Chowan County,4917,290296,335,16531,266,12002,-69,-1.403,4.4,722,829,5.25,137295
KS,Bourbon County,4906,225043,306,10131,279,9741,-27,-0.55,4.2,549,730,5.7,85249
AZ,La Paz County,4905,201858,487,19477,604,27028,117,2.385,6.2,594,790,4.54,81158
AR,Van Buren County,4905,232047,361,14315,396,19359,35,0.714,5.3,483,642,6.9,103070
TX,Falls County,4901,220878,359,17286,415,17876,56,1.143,3.9,540,718,0.0,67668
GA,Brantley County,4901,222414,355,11639,374,12369,19,0.388,4.5,619,798,5.75,73725
WY,Converse County,4890,474481,395,21235,378,18868,-17,-0.348,3.7,614,817,0.0,206076
NC,Mitchell County,4889,234091,250,9825,307,11877,57,1.166,4.5,578,710,5.25,150457
KY,Pendleton County,4885,288461,428,16083,404,15970,-24,-0.491,4.1,691,908,5.0,114775
KY,Clay County,4878,196594,258,8175,220,5820,-38,-0.779,7.1,526,620,5.0,58613
CO,Archuleta County,4862,298637,421,24108,621,55898,200,4.114,3.4,768,990,4.63,306018
IL,Cass County,4857,257327,384,15316,215,7962,-169,-3.48,4.5,589,684,4.95,78463
MO,Osage County,4850,469655,234,8811,253,10280,19,0.392,2.4,525,683,5.4,147009
CA,Mono County,4846,363248,526,26081,523,36746,-3,-0.062,3.8,988,1314,12.3,332822
KS,Jackson County,4845,272116,330,14695,292,13486,-38,-0.784,3.0,628,832,5.7,134007
OH,Morgan County,4843,230788,265,9624,253,9562,-12,-0.248,6.0,605,695,4.997,97139
VA,Amelia County,4836,286419,318,13375,351,16736,33,0.682,3.2,970,1114,5.75,198727
AL,Hale County,4832,213670,351,12970,293,12272,-58,-1.2,5.1,704,859,5.0,93224
MN,Wadena County,4827,258105,410,16346,423,17297,13,0.269,5.2,551,697,9.85,128072
SC,Calhoun County,4820,271864,382,15310,342,16855,-40,-0.83,4.2,832,956,7.0,109767
AR,Sharp County,4809,200533,473,15579,530,18910,57,1.185,4.8,477,635,6.9,83269
KY,Fleming County,4808,221915,294,10174,265,9472,-29,-0.603,5.4,466,620,5.0,94772
TX,Nolan County,4807,263489,384,18319,344,15651,-40,-0.832,3.3,573,720,0.0,70998
IL,Menard County,4803,348553,329,15717,360,17749,31,0.645,4.0,674,876,4.95,134724
KY,Larue County,4798,236835,371,13585,404,14669,33,0.688,4.4,599,797,5.0,112659
GA,Cook County,4784,212109,375,10887,425,12394,50,1.045,3.8,534,677,5.75,93452
TN,Crockett County,4775,241187,330,12785,294,12777,-36,-0.754,3.9,522,681,0.0,105277
AR,Sevier County,4767,212191,273,9513,235,8016,-38,-0.797,4.7,478,636,6.9,78579
MI,Crawford County,4763,224859,339,12439,454,21241,115,2.414,6.0,611,813,4.25,99285
VA,Northumberland County,4759,326304,322,17780,334,24293,12,0.252,4.4,642,854,5.75,284285
VA,Nottoway County,4757,235681,281,10062,269,10628,-12,-0.252,3.1,745,856,5.75,137897
TX,Jones County,4757,242821,525,23070,495,19981,-30,-0.631,4.8,642,854,0.0,77417
