State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Flow(%),Unemployment Rate(%),1 Bed Average,2 Bed Average,Highest Marginal Income Tax Rate (%),Median Home Price 2017
OH,Adams County,8713,428731,470,16406,420,15224,-50,-0.574,7.1,547,695,4.997,105189
VA,Goochland County,8701,1401366,652,74983,978,108483,326,3.747,3.0,970,1114,5.75,351825
GA,Monroe County,8688,675384,774,39207,830,52043,56,0.645,3.7,717,823,5.75,169256
MN,Meeker County,8682,579252,573,27855,585,31859,12,0.138,3.5,608,805,9.85,174066
GA,White County,8672,478255,750,29515,926,48303,176,2.03,3.0,595,787,5.75,168065
SC,Union County,8661,373024,381,13773,401,13980,20,0.231,4.1,532,708,7.0,80550
TN,White County,8649,395268,621,20865,745,32290,124,1.434,3.7,494,637,0.0,106366
MN,Todd County,8637,444968,626,27138,637,30365,11,0.127,3.9,565,751,9.85,151877
WV,Brooke County,8623,492575,492,20922,489,20448,-3,-0.035,6.1,581,723,6.5,96135
TX,Grimes County,8616,484598,705,31756,890,47155,185,2.147,4.1,583,775,0.0,118258
MA,Dukes County,8608,753089,537,38790,520,69455,-17,-0.197,4.6,1431,1710,5.05,709166
NC,Montgomery County,8592,448856,535,23347,551,30290,16,0.186,4.0,563,683,5.25,113324
GA,Haralson County,8586,486340,724,28695,833,36076,109,1.27,3.9,664,853,5.75,131089
ID,Elmore County,8573,400112,1253,59301,1308,53719,55,0.642,3.3,585,778,6.925,159807
NV,Churchill County,8550,489626,919,43486,1025,49417,106,1.24,3.9,737,980,0.0,192251
MO,Dunklin County,8515,376672,594,18758,459,13374,-135,-1.585,5.5,485,641,5.4,73036
SD,Yankton County,8478,601635,560,24515,585,28949,25,0.295,2.6,528,695,0.0,146597
IA,Washington County,8429,530665,516,23034,486,25258,-30,-0.356,2.3,618,822,8.53,149165
MO,Audrain County,8417,424841,505,18255,511,17116,6,0.071,3.1,528,702,5.4,100674
IN,Franklin County,8396,571270,584,24953,519,26793,-65,-0.774,3.7,603,802,3.23,164181
AL,Marion County,8393,407247,542,19862,591,21494,49,0.584,4.1,456,606,5.0,92031
OK,Custer County,8391,560131,790,38870,653,30043,-137,-1.633,2.4,557,737,5.0,130465
WV,Mason County,8383,427696,415,18407,440,16775,25,0.298,7.0,561,644,6.5,80846
KY,Knox County,8363,362230,628,21572,587,18856,-41,-0.49,6.2,524,620,5.0,81067
ID,Madison County,8363,466480,2114,65741,1448,53351,-666,-7.964,1.7,640,735,6.925,209665
TN,Hardin County,8356,401113,487,17097,593,35102,106,1.269,4.4,550,731,0.0,116926
SC,Jasper County,8324,409293,920,42217,1265,71439,345,4.145,3.0,793,911,7.0,139257
VA,New Kent County,8321,863822,695,55973,1035,100182,340,4.086,2.7,970,1114,5.75,275490
GA,Peach County,8318,478257,943,35592,938,41893,-5,-0.06,5.1,608,728,5.75,134111
KS,Pottawatomie County,8315,592820,744,40487,743,42266,-1,-0.012,2.8,824,1089,5.7,175331
KY,Anderson County,8306,494447,612,27138,668,29350,56,0.674,3.6,670,769,5.0,146111
GA,Upson County,8303,397721,486,16456,489,16870,3,0.036,4.4,638,733,5.75,90366
KY,Grayson County,8290,387772,490,17766,502,21028,12,0.145,4.9,540,620,5.0,107738
OR,Curry County,8267,451318,709,40423,932,50851,223,2.697,6.1,726,966,9.9,243414
MN,Martin County,8246,474679,425,19458,337,13118,-88,-1.067,3.1,536,713,9.85,121071
OR,Malheur County,8235,383662,616,24091,659,23240,43,0.522,4.6,550,715,9.9,140461
GA,Fannin County,8231,449342,533,27304,793,62320,260,3.159,3.9,660,758,5.75,182541
NE,Gage County,8212,480936,474,20509,444,19250,-30,-0.365,3.2,527,701,6.84,115270
MO,Ray County,8212,489557,646,28094,684,31849,38,0.463,3.6,762,928,5.4,142553
GA,Decatur County,8208,373647,495,16888,448,15228,-47,-0.573,4.7,560,740,5.75,116869
ID,Jefferson County,8202,498217,795,40006,951,55123,156,1.902,2.3,591,783,6.925,188224
SC,Marlboro County,8200,312269,422,13254,394,12390,-28,-0.341,5.1,529,704,7.0,64461
IL,Saline County,8194,463576,416,17549,371,13035,-45,-0.549,6.5,538,716,4.95,72027
FL,Baker County,8193,458930,509,20413,638,29572,129,1.575,3.4,651,763,0.0,134667
ND,Stutsman County,8181,550847,536,27641,407,17169,-129,-1.577,2.5,565,752,2.9,133257
KY,Carter County,8169,407252,433,14736,406,15021,-27,-0.331,9.2,489,650,5.0,87814
OK,Garvin County,8163,459629,653,26044,637,27162,-16,-0.196,3.3,596,697,5.0,95497
IL,Shelby County,8156,478710,504,21811,454,20679,-50,-0.613,4.3,522,694,4.95,88680
TX,Bee County,8140,399229,623,25602,593,21793,-30,-0.369,5.1,676,899,0.0,84316
AR,Cleburne County,8137,429677,590,24650,666,34618,76,0.934,4.5,534,710,6.9,132355
TN,McNairy County,8129,384993,550,19745,553,21154,3,0.037,5.4,465,619,0.0,95261
GA,Wayne County,8129,417339,468,16659,543,18140,75,0.923,4.6,505,671,5.75,114208
IN,Starke County,8123,415100,552,19833,558,22691,6,0.074,4.3,582,774,3.23,109205
MO,Randolph County,8119,429373,545,20648,542,20684,-3,-0.037,3.8,583,683,5.4,98573
IN,Scott County,8113,416326,602,22996,552,21720,-50,-0.616,3.9,628,835,3.23,106196
WI,Kewaunee County,8093,513387,464,21366,416,19516,-48,-0.593,2.9,626,832,7.65,169207
TX,Milam County,8090,431278,611,24910,658,32857,47,0.581,5.5,589,768,0.0,95057
NM,Luna County,8077,289169,546,29646,449,14796,-97,-1.201,11.9,524,697,4.9,85919
MS,Simpson County,8077,382015,509,16059,482,17693,-27,-0.334,4.5,622,714,5.0,88766
GA,Toombs County,8076,423717,579,23497,595,24536,16,0.198,5.8,574,659,5.75,103777
KY,Taylor County,8070,399012,496,20046,541,19773,45,0.558,4.3,518,663,5.0,112482
OK,Caddo County,8068,405570,609,24795,515,21933,-94,-1.165,3.6,544,697,5.0,83739
IN,Fayette County,8067,392389,400,17589,428,15294,28,0.347,4.6,562,747,3.23,87493
MN,Nobles County,8049,453866,512,26410,383,15909,-129,-1.603,2.6,579,770,9.85,127426
WV,Upshur County,8039,413023,388,17227,410,16453,22,0.274,5.7,546,706,6.5,115539
GA,Union County,8034,442940,543,26117,942,61492,399,4.966,3.6,544,724,5.75,204147
GA,Hart County,8029,425370,537,23888,706,40150,169,2.105,3.6,517,687,5.75,139646
IA,Carroll County,8027,604628,449,22007,385,16523,-64,-0.797,1.9,495,658,8.53,134556
VA,Rockbridge County,8019,499380,578,29220,656,35611,78,0.973,3.0,721,837,5.75,201731
IL,Jersey County,8016,518807,561,22959,487,20713,-74,-0.923,4.9,739,957,4.95,143745
GA,Stephens County,8006,416182,564,21734,661,33333,97,1.212,4.5,499,664,5.75,104841
KS,Sumner County,8006,470589,617,25233,529,23103,-88,-1.099,3.5,579,758,5.7,92327
WV,Nicholas County,7999,392041,411,15927,305,15318,-106,-1.325,6.4,559,665,6.5,91791
MO,Miller County,7997,369653,626,20314,724,28863,98,1.225,3.7,610,716,5.4,132936
MN,Fillmore County,7977,470097,487,21767,479,21690,-8,-0.1,3.1,525,697,9.85,159740
SC,Edgefield County,7974,481707,633,30726,712,41632,79,0.991,3.5,682,827,7.0,131256
WV,Hampshire County,7909,391944,450,17646,460,21394,10,0.126,4.2,765,1018,6.5,136788
KY,Grant County,7900,440031,767,28902,730,31659,-37,-0.468,4.3,613,815,5.0,129122
VA,Russell County,7891,389487,388,15289,372,15662,-16,-0.203,4.3,596,684,5.75,97080
WA,Klickitat County,7879,591239,581,33045,780,55678,199,2.526,5.7,661,879,0.0,245099
MI,Osceola County,7877,372801,657,25447,657,25326,0,0.0,4.4,575,697,4.25,98745
TX,Shelby County,7877,389969,484,21219,444,16770,-40,-0.508,4.3,524,697,0.0,78516
NE,Saunders County,7843,602478,595,31876,643,44666,48,0.612,2.7,631,839,6.84,173091
NC,Martin County,7834,349547,396,12163,386,12209,-10,-0.128,5.0,568,698,5.25,88926
MO,Crawford County,7826,442330,608,18601,577,20119,-31,-0.396,3.9,544,683,5.4,123255
OR,Crook County,7826,467038,652,28981,987,59271,335,4.281,6.0,625,807,9.9,205907
MN,Dodge County,7792,574781,542,27985,570,27338,28,0.359,3.0,699,918,9.85,180398
TN,Hardeman County,7792,322745,482,15504,420,14982,-62,-0.796,5.0,478,636,0.0,92975
IA,Winneshiek County,7791,490697,410,19655,359,18233,-51,-0.655,2.7,508,676,8.53,170571
IL,Douglas County,7788,485271,536,24102,472,20704,-64,-0.822,4.1,562,748,4.95,104924
WA,Pacific County,7784,434399,583,24817,852,45927,269,3.456,6.9,674,896,0.0,182706
WI,Langlade County,7784,410311,404,18496,468,26004,64,0.822,4.0,532,708,7.65,113981
KY,Perry County,7781,394208,389,14603,307,12120,-82,-1.054,6.3,493,620,5.0,77272
OK,Jackson County,7776,430049,944,46340,781,34548,-163,-2.096,3.0,634,779,5.0,99996
AL,Clarke County,7771,417525,372,15156,339,13919,-33,-0.425,7.5,528,606,5.0,98680
FL,Bradford County,7768,412975,616,24468,742,28602,126,1.622,3.3,597,686,0.0,97983
AL,Geneva County,7763,365052,535,22327,587,24270,52,0.67,3.9,576,748,5.0,93599
TX,San Jacinto County,7762,437879,841,38880,899,48439,58,0.747,5.0,571,760,0.0,103215
CA,Colusa County,7731,474161,403,21069,367,18405,-36,-0.466,12.9,780,896,12.3,238752
WA,Asotin County,7722,512303,690,29686,799,35180,109,1.412,4.4,620,825,0.0,191852
KY,Mercer County,7702,412319,512,21718,528,22477,16,0.208,4.5,505,672,5.0,147481
MO,Saline County,7690,378693,449,16809,418,12456,-31,-0.403,3.0,529,703,5.4,101620
IA,Jackson County,7689,433940,411,15215,387,16102,-24,-0.312,2.8,580,690,8.53,123571
MN,Houston County,7682,508397,446,25105,398,17932,-48,-0.625,2.9,635,844,9.85,175144
CA,Del Norte County,7650,405135,533,24141,577,28615,44,0.575,5.5,759,936,12.3,198498
GA,Dawson County,7642,561388,873,44937,1112,75585,239,3.127,3.3,957,1099,5.75,226661
TX,Panola County,7634,475473,478,22943,523,24339,45,0.589,4.2,557,741,0.0,104402
SC,Fairfield County,7621,361776,500,21213,458,26014,-42,-0.551,6.2,832,956,7.0,106809
KY,Ohio County,7605,374054,446,15742,399,14526,-47,-0.618,5.7,479,620,5.0,93085
AR,Johnson County,7603,351662,512,18976,555,20700,43,0.566,4.5,517,688,6.9,99423
CA,Lassen County,7602,480529,651,35182,650,29569,-1,-0.013,4.8,699,930,12.3,189528
NC,Anson County,7592,313322,420,14456,381,13944,-39,-0.514,4.5,624,728,5.25,92065
ID,Payette County,7587,507521,707,28344,871,41816,164,2.162,3.6,602,801,6.925,152874
IA,Mahaska County,7586,494659,517,23268,427,19285,-90,-1.186,2.5,558,742,8.53,116284
NE,Washington County,7585,662291,558,32122,664,44953,106,1.397,2.8,792,987,6.84,198066
IN,Spencer County,7575,545439,458,20315,460,20802,2,0.026,3.3,524,697,3.23,126725
SC,Abbeville County,7563,374968,465,19594,509,20849,44,0.582,4.0,502,668,7.0,98663
IA,Buchanan County,7562,473578,410,17968,437,19341,27,0.357,2.6,535,711,8.53,139942
SD,Davison County,7560,497954,542,24686,476,20777,-66,-0.873,2.6,589,784,0.0,147224
MN,Hubbard County,7551,461467,562,31191,671,35900,109,1.444,5.0,551,733,9.85,196794
AR,Ouachita County,7541,376812,461,18552,380,15103,-81,-1.074,4.7,524,637,6.9,70763
TX,Bandera County,7535,493821,630,31284,860,61838,230,3.052,3.4,853,1066,0.0,178725
CO,Pitkin County,7535,1117017,928,85488,832,181121,-96,-1.274,3.8,1414,1880,4.63,662964
FL,Hardee County,7530,333691,579,20545,499,18125,-80,-1.062,5.3,627,720,0.0,87914
IN,Jay County,7529,353918,400,12801,324,10297,-76,-1.009,3.3,532,697,3.23,91363
WI,Taylor County,7522,374263,414,18927,408,17795,-6,-0.08,3.1,537,689,7.65,138773
IN,Carroll County,7507,443452,561,23900,624,28325,63,0.839,3.3,524,697,3.23,135456
IA,Buena Vista County,7500,478745,635,25487,464,17437,-171,-2.28,2.1,511,679,8.53,117340
WI,Green Lake County,7492,426776,520,23420,569,30692,49,0.654,3.3,523,695,7.65,149506
MS,Sunflower County,7485,301855,500,12877,356,10083,-144,-1.924,7.8,583,670,5.0,73985
TN,Macon County,7484,344199,485,15378,602,21457,117,1.563,3.2,497,638,0.0,124213
OH,Meigs County,7476,371028,342,11632,339,15000,-3,-0.04,7.3,529,695,4.997,93812
MS,Marion County,7475,290024,440,13876,377,13939,-63,-0.843,5.1,589,676,5.0,81115
WI,Jackson County,7464,413601,460,20279,506,22773,46,0.616,3.1,535,689,7.65,138881
WI,Adams County,7462,373705,571,23087,758,39089,187,2.506,4.7,565,716,7.65,137164
MS,Prentiss County,7460,348772,429,14367,426,12632,-3,-0.04,4.3,576,661,5.0,93515
IN,Owen County,7459,386475,568,22948,595,25855,27,0.362,4.4,605,757,3.23,122986
MS,Yazoo County,7457,319822,383,14131,300,10840,-83,-1.113,5.5,556,740,5.0,81322
NE,Dakota County,7455,403580,695,27890,605,20409,-90,-1.207,3.5,638,848,6.84,125144
TN,Lauderdale County,7454,331196,458,15243,401,12098,-57,-0.765,5.8,561,663,0.0,88185
TX,Aransas County,7444,475260,1341,65855,963,59823,-378,-5.078,5.7,774,889,0.0,165668
AL,Cherokee County,7440,370732,441,17422,554,28923,113,1.519,3.6,516,686,5.0,122743
GA,Grady County,7431,341925,464,16163,444,15816,-20,-0.269,3.9,621,713,5.75,117614
TN,Hickman County,7418,361856,591,22046,730,28407,139,1.874,3.2,632,774,0.0,116540
MI,Ogemaw County,7402,330620,504,18657,582,23332,78,1.054,7.0,603,749,4.25,96800
KY,Lincoln County,7385,339711,563,18452,547,22819,-16,-0.217,5.0,477,620,5.0,101308
IA,Jones County,7378,455080,445,20278,410,20641,-35,-0.474,3.0,534,710,8.53,137513
MO,Adair County,7372,399881,653,25399,576,22942,-77,-1.044,3.5,505,672,5.4,123689
MO,Henry County,7370,387008,560,20633,648,28751,88,1.194,3.6,553,735,5.4,96891
IN,Fulton County,7362,421599,482,19293,492,18809,10,0.136,3.4,636,730,3.23,100606
TX,Colorado County,7345,457637,471,21562,547,33430,76,1.035,3.3,546,697,0.0,125347
MD,Kent County,7332,581669,495,29673,580,38759,85,1.159,4.3,870,1136,5.75,250359
MO,Clinton County,7306,464578,732,35342,762,36100,30,0.411,3.2,762,928,5.4,156071
OR,Jefferson County,7305,371087,619,24601,753,36410,134,1.834,5.5,623,716,9.9,196117
MO,Texas County,7302,295279,536,18238,559,21763,23,0.315,4.1,482,641,5.4,111183
CO,Chaffee County,7289,493000,648,32864,892,63657,244,3.348,2.7,694,923,4.63,349799
MS,Grenada County,7288,360906,447,17175,449,16487,2,0.027,4.3,531,661,5.0,96305
NM,Los Alamos County,7288,905640,658,64884,741,56301,83,1.139,3.4,872,1099,4.9,292513
NM,Cibola County,7286,303704,476,16472,415,12781,-61,-0.837,6.3,531,697,4.9,92070
MS,Coahoma County,7277,292403,472,14263,277,8831,-195,-2.68,6.8,550,718,5.0,64479
KS,Seward County,7271,370701,694,29721,384,13756,-310,-4.264,3.3,682,791,5.7,101659
OH,Paulding County,7269,369667,397,15491,392,15784,-5,-0.069,4.1,561,695,4.997,99286
NC,Caswell County,7252,354399,465,17775,519,19333,54,0.745,4.4,556,683,5.25,112040
MS,Itawamba County,7251,374426,547,19028,546,18504,-1,-0.014,4.1,533,684,5.0,89898
KS,Labette County,7246,345331,478,18754,386,14604,-92,-1.27,4.0,554,737,5.7,77302
IL,Fayette County,7230,387747,386,14139,346,12690,-40,-0.553,5.3,504,670,4.95,85819
TX,Lavaca County,7204,482365,438,20123,478,28882,40,0.555,3.2,550,731,0.0,153918
ID,Cassia County,7200,395147,619,23909,619,30182,0,0.0,2.2,549,697,6.925,150672
TN,Grainger County,7179,345239,508,18952,662,29360,154,2.145,4.0,539,657,0.0,119816
UT,Sanpete County,7177,389378,568,23772,668,31066,100,1.393,3.7,611,812,4.95,185685
AL,Barbour County,7176,322664,445,16473,389,15215,-56,-0.78,5.2,531,706,5.0,94248
GA,Chattooga County,7167,323733,323,11470,392,15616,69,0.963,4.1,495,659,5.75,72910
GA,Putnam County,7156,440276,583,29167,709,61800,126,1.761,5.0,693,796,5.75,179560
MO,Perry County,7146,397857,385,15407,313,13616,-72,-1.008,2.3,555,722,5.4,138611
IA,Fayette County,7130,383804,474,17700,435,15739,-39,-0.547,3.0,491,653,8.53,95900
OK,Texas County,7120,372603,730,28832,422,14642,-308,-4.326,2.8,692,795,5.0,111754
VA,Greene County,7118,470463,581,29249,637,36966,56,0.787,2.5,1107,1271,5.75,257935
GA,Burke County,7116,352563,549,19053,535,22696,-14,-0.197,6.0,682,827,5.75,92306
WA,San Juan County,7114,840706,424,34588,711,88649,287,4.034,3.9,908,1207,0.0,505740
IA,Dickinson County,7095,588907,491,33896,550,37610,59,0.832,3.2,556,739,8.53,185780
NC,Polk County,7081,465875,580,30245,641,45554,61,0.861,3.7,658,875,5.25,219907
IL,Perry County,7080,385757,398,14587,321,15162,-77,-1.088,6.0,563,670,4.95,82243
WY,Uinta County,7077,509964,485,31788,441,22104,-44,-0.622,4.4,589,776,0.0,186429
GA,McDuffie County,7074,346208,476,19034,417,19131,-59,-0.834,5.6,682,827,5.75,109380
TX,Hockley County,7069,424783,593,21600,556,22859,-37,-0.523,3.1,643,855,0.0,88398
TN,Overton County,7063,324924,455,16473,609,27879,154,2.18,3.8,493,656,0.0,124874
IA,Cedar County,7063,387343,494,26138,492,23944,-2,-0.028,2.4,568,756,8.53,151877
MN,Waseca County,7055,418888,479,20903,488,20545,9,0.128,4.1,536,712,9.85,159201
ID,Jerome County,7055,325212,666,22863,645,27089,-21,-0.298,2.5,598,763,6.925,158927
MI,Benzie County,7048,410484,557,28638,667,44076,110,1.561,5.5,639,842,4.25,175235
TX,Moore County,7034,356653,740,33485,513,18550,-227,-3.227,2.7,633,802,0.0,114284
KY,Harlan County,7028,290696,316,11089,217,5866,-99,-1.409,7.4,485,620,5.0,56399
TX,Limestone County,7019,348178,514,21714,520,23231,6,0.085,4.7,647,860,0.0,91083
IA,Henry County,7019,408239,461,19213,413,17438,-48,-0.684,2.5,581,698,8.53,113960
AL,Randolph County,7005,338958,412,22063,478,25455,66,0.942,4.0,539,682,5.0,89920
IL,Crawford County,7001,422279,310,14813,245,10655,-65,-0.928,5.4,593,684,4.95,84695
TX,Calhoun County,6996,411881,528,25324,514,24736,-14,-0.2,4.1,739,885,0.0,117485
MS,Tippah County,6981,319330,329,13749,341,10624,12,0.172,4.3,541,700,5.0,88865
MS,Newton County,6980,338737,415,15398,383,13601,-32,-0.458,4.9,558,742,5.0,82975
GA,Butts County,6975,398817,595,25455,803,37249,208,2.982,4.0,680,905,5.75,136131
NC,Madison County,6968,347819,539,21670,598,28089,59,0.847,3.6,717,901,5.25,190048
NY,Schuyler County,6968,391515,480,19547,471,24885,-9,-0.129,5.1,609,707,8.82,122469
KS,Dickinson County,6963,380769,568,24116,518,22259,-50,-0.718,3.5,555,713,5.7,114250
CA,Plumas County,6962,430849,509,24216,601,37497,92,1.321,7.5,798,916,12.3,244411
TX,Lampasas County,6959,428772,683,30342,788,43115,105,1.509,3.7,543,722,0.0,151970
TX,Gonzales County,6959,407037,441,19526,398,19327,-43,-0.618,3.0,548,729,0.0,99783
AL,Winston County,6953,366000,486,21091,471,24820,-15,-0.216,4.2,456,606,5.0,87493
FL,Washington County,6943,326528,650,22441,833,33024,183,2.636,3.8,516,686,0.0,111191
AR,Columbia County,6941,394319,410,16416,343,12197,-67,-0.965,4.8,551,633,6.9,79413
PA,Montour County,6921,578246,786,54278,606,39726,-180,-2.601,3.5,716,927,3.07,181237
IA,Clayton County,6920,388860,335,12586,366,17395,31,0.448,3.2,516,661,8.53,123043
SD,Hughes County,6906,494710,543,30631,466,21644,-77,-1.115,2.6,544,723,0.0,181054
IL,Hancock County,6895,395245,431,17377,352,14196,-79,-1.146,4.7,530,679,4.95,86943
MT,Park County,6890,396772,594,29047,686,45683,92,1.335,3.8,736,979,6.9,258156
NM,Lincoln County,6869,355920,590,28527,638,41803,48,0.699,4.6,684,910,4.9,176246
MO,Washington County,6862,294048,505,17126,460,16920,-45,-0.656,4.4,482,641,5.4,95971
KY,Bourbon County,6859,370026,516,18831,482,17724,-34,-0.496,4.0,686,880,5.0,156812
IN,Sullivan County,6858,375477,430,16230,399,14683,-31,-0.452,4.7,614,810,3.23,87705
GA,Franklin County,6839,353017,604,21302,704,28913,100,1.462,3.8,552,698,5.75,108141
AR,Poinsett County,6839,312297,513,19180,441,13612,-72,-1.053,3.8,476,633,6.9,80633
IN,Orange County,6833,329306,361,14763,369,12836,8,0.117,3.9,550,697,3.23,97167
TX,Hutchinson County,6830,441460,519,31785,413,19692,-106,-1.552,5.0,622,827,0.0,81094
IN,Perry County,6827,381203,325,13220,329,11924,4,0.059,3.7,549,730,3.23,110710
TX,Llano County,6822,553752,703,53465,934,89413,231,3.386,3.7,674,867,0.0,198171
OK,Seminole County,6815,324826,614,21385,517,17207,-97,-1.423,4.7,524,697,5.0,72799
MD,Somerset County,6799,323091,504,18077,514,20853,10,0.147,6.9,727,835,5.75,136400
GA,Emanuel County,6781,316109,412,12998,391,12321,-21,-0.31,5.9,495,659,5.75,83554
KY,Bell County,6776,274981,415,13351,328,9942,-87,-1.284,6.3,506,620,5.0,62619
MO,Nodaway County,6765,374290,534,21166,385,14380,-149,-2.203,2.9,529,703,5.4,123794
MO,McDonald County,6761,303931,630,20356,632,21201,2,0.03,3.0,543,657,5.4,104065
ID,Minidoka County,6754,331649,496,25900,516,21404,20,0.296,2.5,607,697,6.925,134053
KS,Jefferson County,6752,430067,536,26805,598,31464,62,0.918,3.3,628,832,5.7,142062
SD,Beadle County,6707,404140,435,18464,327,12197,-108,-1.61,2.6,518,685,0.0,109426
IA,Delaware County,6661,393378,319,14583,349,16718,30,0.45,2.1,489,650,8.53,133077
WI,Sawyer County,6648,377435,419,21288,530,42810,111,1.67,4.3,611,813,7.65,173547
WI,Washburn County,6647,401859,479,26225,496,30558,17,0.256,3.9,564,750,7.65,157770
GA,Meriwether County,6643,309479,539,20856,592,24956,53,0.798,5.0,591,786,5.75,102294
SC,Barnwell County,6642,323169,376,13344,307,10870,-69,-1.039,4.8,559,724,7.0,81189
KY,Marion County,6637,341561,380,13823,350,14398,-30,-0.452,3.8,574,659,5.0,105841
MS,Leake County,6629,296417,421,14893,378,14321,-43,-0.649,4.9,523,695,5.0,83491
AR,St. Francis County,6625,262310,519,18146,415,12020,-104,-1.57,5.2,476,633,6.9,64510
VA,Scott County,6623,316610,339,11046,297,10604,-42,-0.634,3.2,520,692,5.75,94545
VA,Westmoreland County,6622,385728,557,30260,684,47327,127,1.918,3.6,722,886,5.75,207767
IA,Poweshiek County,6600,429784,515,27863,488,26823,-27,-0.409,2.3,569,727,8.53,138463
MS,Wayne County,6600,317180,340,12310,285,10394,-55,-0.833,5.4,528,661,5.0,82768
KY,Rowan County,6595,350064,608,19700,572,19923,-36,-0.546,5.2,630,752,5.0,127662
TN,Smith County,6588,429994,462,19315,551,25101,89,1.351,3.1,519,690,0.0,134221
CA,Inyo County,6580,459082,483,28213,536,26817,53,0.805,3.9,805,972,12.3,259574
MS,Clay County,6562,300132,382,12730,319,13935,-63,-0.96,6.0,552,690,5.0,83905
CO,Logan County,6534,404700,478,49202,472,18814,-6,-0.092,2.9,647,803,4.63,166076
AR,Logan County,6531,301943,441,15315,451,15740,10,0.153,4.0,551,633,6.9,94212
IL,Edgar County,6530,364993,290,11136,284,10504,-6,-0.092,4.7,530,705,4.95,81732
TX,Gray County,6530,368197,500,25917,394,15844,-106,-1.623,3.9,630,787,0.0,77013
MO,Morgan County,6527,321396,563,20826,643,28338,80,1.226,4.3,535,711,5.4,121482
AR,Hempstead County,6527,283389,407,15574,352,12551,-55,-0.843,3.6,521,663,6.9,79413
IA,Tama County,6526,378592,459,20220,378,16397,-81,-1.241,3.0,551,733,8.53,111214
MO,Ste. Genevieve County,6515,407677,412,18019,436,18250,24,0.368,2.8,567,690,5.4,156371
NC,Hertford County,6505,300684,401,14117,337,11297,-64,-0.984,5.0,562,747,5.25,92885
MO,Vernon County,6502,301024,425,15901,448,15084,23,0.354,3.1,541,720,5.4,102040
KS,Cherokee County,6497,342825,504,17424,476,15926,-28,-0.431,3.8,541,720,5.7,80914
WI,Lafayette County,6488,376987,382,15934,390,16646,8,0.123,2.3,532,692,7.65,135876
WY,Lincoln County,6474,516503,454,28933,554,39794,100,1.545,3.8,678,902,0.0,215167
MT,Lincoln County,6468,312603,449,19442,571,29008,122,1.886,7.4,597,735,6.9,192302
MO,Andrew County,6452,435672,548,29469,564,28116,16,0.248,2.7,621,797,5.4,152607
VA,King William County,6445,423071,472,24411,609,31652,137,2.126,2.9,970,1114,5.75,214402
WV,Boone County,6441,321556,333,13289,257,9326,-76,-1.18,6.1,484,644,6.5,71380
MI,Kalkaska County,6441,314483,492,20777,627,28225,135,2.096,5.9,599,797,4.25,113762
KY,Spencer County,6435,470434,584,35499,636,40278,52,0.808,3.6,698,873,5.0,204915
WI,Richland County,6416,338805,364,14635,376,16226,12,0.187,2.7,545,725,7.65,144247
TX,Montague County,6414,375967,486,20500,636,38370,150,2.339,3.2,693,891,0.0,115036
IA,Iowa County,6407,425625,364,17052,412,19900,48,0.749,2.1,539,650,8.53,151982
TX,Houston County,6403,302787,410,15747,474,24570,64,1.0,3.7,584,777,0.0,86142
GA,Morgan County,6401,452406,455,27849,575,37985,120,1.875,3.6,785,901,5.75,221603
AL,Marengo County,6401,334692,393,17647,322,11895,-71,-1.109,5.0,498,606,5.0,92981
OK,Woodward County,6398,382561,449,22728,359,16694,-90,-1.407,2.8,697,801,5.0,125762
AR,Conway County,6395,362676,421,17130,468,19374,47,0.735,4.4,574,763,6.9,102862
WA,Adams County,6395,335746,485,19957,385,14498,-100,-1.564,5.4,607,697,0.0,168058
IA,Clay County,6381,439750,440,20651,384,17307,-56,-0.878,3.2,489,650,8.53,122198
GA,Worth County,6361,296012,457,15404,378,14025,-79,-1.242,4.4,630,766,5.75,85191
WV,Morgan County,6357,320139,396,17320,505,23861,109,1.715,4.3,688,790,6.5,182401
KY,Simpson County,6356,329602,461,17344,585,20412,124,1.951,3.9,616,727,5.0,137572
KY,Breckinridge County,6353,323141,390,13081,462,18126,72,1.133,5.4,474,620,5.0,100359
WI,Crawford County,6352,333367,380,15557,365,16055,-15,-0.236,3.7,522,694,7.65,136305
AR,Yell County,6347,285982,460,16141,456,17156,-4,-0.063,4.2,504,633,6.9,104529
TN,Haywood County,6333,243587,408,14438,336,11637,-72,-1.137,5.4,535,711,0.0,113551
TN,Scott County,6329,281831,189,6033,231,9461,42,0.664,4.3,461,613,0.0,94390
MO,Benton County,6325,274766,497,16432,636,30900,139,2.198,4.5,509,677,5.4,120431
GA,Washington County,6321,333601,247,12510,242,8477,-5,-0.079,5.0,574,659,5.75,87705
AL,Monroe County,6314,305923,342,15260,271,11819,-71,-1.124,6.2,528,606,5.0,92876
AL,Butler County,6313,287883,341,11655,287,11470,-54,-0.855,4.8,481,640,5.0,93720
UT,Sevier County,6305,377842,422,16782,440,19826,18,0.285,3.6,575,765,4.95,167489
WI,Burnett County,6300,331278,398,17749,495,31912,97,1.54,4.6,528,702,7.65,161849
GA,Mitchell County,6281,274149,417,12828,412,11912,-5,-0.08,5.4,527,701,5.75,87811
IL,Piatt County,6276,485942,448,23947,469,28450,21,0.335,4.3,742,907,4.95,133625
IN,Rush County,6267,354577,441,17157,439,18032,-2,-0.032,2.9,559,743,3.23,107485
