,1_BDRM_MEAN,2_BDRM_MEAN,County,State
3619,682,827,Aiken ,SC
3620,517,688,Allendale ,SC
3621,629,783,Anderson ,SC
3622,546,726,Bamberg ,SC
3623,559,724,Barnwell ,SC
3624,975,1120,Beaufort ,SC
3625,952,1116,Berkeley ,SC
3626,832,956,Calhoun ,SC
3627,952,1116,Charleston ,SC
3628,531,706,Cherokee ,SC
3629,551,727,Chester ,SC
3630,582,668,Chesterfield ,SC
3631,582,668,Clarendon ,SC
3632,682,805,Colleton ,SC
3633,649,745,Darlington ,SC
3634,553,668,Dillon ,SC
3635,952,1116,Dorchester ,SC
3636,682,827,Edgefield ,SC
3637,832,956,Fairfield ,SC
3638,609,792,Florence ,SC
3639,633,842,Georgetown ,SC
3640,760,884,Greenville ,SC
3641,552,734,Greenwood ,SC
3642,506,673,Hampton ,SC
3643,842,981,Horry ,SC
3644,793,911,Jasper ,SC
3645,674,775,Kershaw ,SC
3646,622,797,Lancaster ,SC
3647,580,771,Laurens ,SC
3648,582,668,Lee ,SC
3649,832,956,Lexington ,SC
3650,530,705,McCormick ,SC
3651,581,668,Marion ,SC
3652,529,704,Marlboro ,SC
3653,572,761,Newberry ,SC
3654,526,699,Oconee ,SC
3655,552,728,Orangeburg ,SC
3656,760,884,Pickens ,SC
3657,832,956,Richland ,SC
3658,832,956,Saluda ,SC
3659,643,780,Spartanburg ,SC
3660,654,816,Sumter ,SC
3661,532,708,Union ,SC
3662,582,668,Williamsburg ,SC
3663,897,1036,York ,SC
3664,533,709,Aurora ,SD
3665,518,685,Beadle ,SD
3666,575,660,Bennett ,SD
3667,575,660,Bon Homme ,SD
3668,608,768,Brookings ,SD
3669,551,733,Brown ,SD
3670,525,698,Brule ,SD
3671,542,721,Buffalo ,SD
3672,510,678,Butte ,SD
3673,496,660,Campbell ,SD
3674,505,671,Charles Mix ,SD
3675,563,749,Clark ,SD
3676,585,778,Clay ,SD
3677,550,731,Codington ,SD
3678,560,660,Corson ,SD
3679,687,914,Custer ,SD
3680,589,784,Davison ,SD
3681,542,660,Day ,SD
3682,575,660,Deuel ,SD
3683,556,740,Dewey ,SD
3684,589,783,Douglas ,SD
3685,532,707,Edmunds ,SD
3686,611,745,Fall River ,SD
3687,502,668,Faulk ,SD
3688,513,682,Grant ,SD
3689,568,660,Gregory ,SD
3690,586,780,Haakon ,SD
3691,542,721,Hamlin ,SD
3692,515,660,Hand ,SD
3693,496,660,Hanson ,SD
3694,496,660,Harding ,SD
3695,544,723,Hughes ,SD
3696,517,687,Hutchinson ,SD
3697,496,660,Hyde ,SD
3698,496,660,Jackson ,SD
3699,575,660,Jerauld ,SD
3700,496,660,Jones ,SD
3701,496,660,Kingsbury ,SD
3702,575,660,Lake ,SD
3703,556,704,Lawrence ,SD
3704,681,833,Lincoln ,SD
3705,496,660,Lyman ,SD
3706,681,833,McCook ,SD
3707,597,794,McPherson ,SD
3708,514,684,Marshall ,SD
3709,674,830,Meade ,SD
3710,542,721,Mellette ,SD
3711,496,660,Miner ,SD
3712,681,833,Minnehaha ,SD
3713,557,660,Moody ,SD
3714,496,660,Oglala Lakota ,SD
3715,719,956,Pennington ,SD
3716,530,705,Perkins ,SD
3717,648,744,Potter ,SD
3718,511,660,Roberts ,SD
3719,575,660,Sanborn ,SD
3720,513,682,Spink ,SD
3721,574,756,Stanley ,SD
3722,542,721,Sully ,SD
3723,575,660,Todd ,SD
3724,496,660,Tripp ,SD
3725,681,833,Turner ,SD
3726,638,848,Union ,SD
3727,575,660,Walworth ,SD
3728,528,695,Yankton ,SD
3729,496,660,Ziebach ,SD
3730,741,904,Anderson ,TN
3731,629,742,Bedford ,TN
3732,510,613,Benton ,TN
3733,541,629,Bledsoe ,TN
3734,741,904,Blount ,TN
3735,599,797,Bradley ,TN
3736,490,652,Campbell ,TN
3737,867,1065,Cannon ,TN
3738,491,653,Carroll ,TN
3739,569,718,Carter ,TN
3740,867,1065,Cheatham ,TN
3741,642,782,Chester ,TN
3742,489,613,Claiborne ,TN
3743,476,613,Clay ,TN
3744,482,641,Cocke ,TN
3745,544,723,Coffee ,TN
3746,522,681,Crockett ,TN
3747,526,700,Cumberland ,TN
3748,867,1065,Davidson ,TN
3749,534,613,Decatur ,TN
3750,461,613,DeKalb ,TN
3751,867,1065,Dickson ,TN
3752,515,685,Dyer ,TN
3753,753,889,Fayette ,TN
3754,489,621,Fentress ,TN
3755,470,625,Franklin ,TN
3756,548,629,Gibson ,TN
3757,573,658,Giles ,TN
3758,539,657,Grainger ,TN
3759,471,626,Greene ,TN
3760,510,618,Grundy ,TN
3761,536,710,Hamblen ,TN
3762,701,862,Hamilton ,TN
3763,504,613,Hancock ,TN
3764,478,636,Hardeman ,TN
3765,550,731,Hardin ,TN
3766,520,692,Hawkins ,TN
3767,535,711,Haywood ,TN
3768,530,705,Henderson ,TN
3769,473,629,Henry ,TN
3770,632,774,Hickman ,TN
3771,572,657,Houston ,TN
3772,540,681,Humphreys ,TN
3773,461,613,Jackson ,TN
3774,536,710,Jefferson ,TN
3775,534,613,Johnson ,TN
3776,741,904,Knox ,TN
3777,534,613,Lake ,TN
3778,561,663,Lauderdale ,TN
3779,517,620,Lawrence ,TN
3780,534,613,Lewis ,TN
3781,519,666,Lincoln ,TN
3782,741,904,Loudon ,TN
3783,583,669,McMinn ,TN
3784,465,619,McNairy ,TN
3785,497,638,Macon ,TN
3786,642,782,Madison ,TN
3787,701,862,Marion ,TN
3788,573,762,Marshall ,TN
3789,692,816,Maury ,TN
3790,566,650,Meigs ,TN
3791,515,663,Monroe ,TN
3792,696,884,Montgomery ,TN
3793,498,641,Moore ,TN
3794,547,728,Morgan ,TN
3795,496,631,Obion ,TN
3796,493,656,Overton ,TN
3797,489,644,Perry ,TN
3798,476,613,Pickett ,TN
3799,599,797,Polk ,TN
3800,574,702,Putnam ,TN
3801,585,672,Rhea ,TN
3802,606,806,Roane ,TN
3803,867,1065,Robertson ,TN
3804,867,1065,Rutherford ,TN
3805,461,613,Scott ,TN
3806,701,862,Sequatchie ,TN
3807,663,777,Sevier ,TN
3808,753,889,Shelby ,TN
3809,519,690,Smith ,TN
3810,584,688,Stewart ,TN
3811,520,692,Sullivan ,TN
3812,867,1065,Sumner ,TN
3813,753,889,Tipton ,TN
3814,867,1065,Trousdale ,TN
3815,569,718,Unicoi ,TN
3816,741,904,Union ,TN
3817,486,647,Van Buren ,TN
3818,499,664,Warren ,TN
3819,569,718,Washington ,TN
3820,467,613,Wayne ,TN
3821,493,636,Weakley ,TN
3822,494,637,White ,TN
3823,867,1065,Williamson ,TN
3824,867,1065,Wilson ,TN
3825,688,807,Anderson ,TX
3826,776,1032,Andrews ,TX
3827,743,853,Angelina ,TX
3828,774,889,Aransas ,TX
3829,659,851,Archer ,TX
3830,665,869,Armstrong ,TX
3831,668,889,Atascosa ,TX
3832,827,1065,Austin ,TX
3833,553,697,Bailey ,TX
3834,853,1066,Bandera ,TX
3835,1104,1350,Bastrop ,TX
3836,524,697,Baylor ,TX
3837,676,899,Bee ,TX
3838,613,815,Bell ,TX
3839,853,1066,Bexar ,TX
3840,681,906,Blanco ,TX
3841,629,792,Borden ,TX
3842,579,770,Bosque ,TX
3843,665,843,Bowie ,TX
3844,1020,1196,Brazoria ,TX
3845,802,964,Brazos ,TX
3846,633,842,Brewster ,TX
3847,553,697,Briscoe ,TX
3848,553,697,Brooks ,TX
3849,626,741,Brown ,TX
3850,802,964,Burleson ,TX
3851,761,874,Burnet ,TX
3852,1104,1350,Caldwell ,TX
3853,739,885,Calhoun ,TX
3854,642,854,Callahan ,TX
3855,564,722,Cameron ,TX
3856,643,738,Camp ,TX
3857,665,869,Carson ,TX
3858,524,697,Cass ,TX
3859,634,785,Castro ,TX
3860,936,1146,Chambers ,TX
3861,593,789,Cherokee ,TX
3862,681,782,Childress ,TX
3863,659,851,Clay ,TX
3864,525,697,Cochran ,TX
3865,568,716,Coke ,TX
3866,524,697,Coleman ,TX
3867,948,1163,Collin ,TX
3868,629,792,Collingsworth ,TX
3869,546,697,Colorado ,TX
3870,853,1066,Comal ,TX
3871,573,697,Comanche ,TX
3872,629,792,Concho ,TX
3873,652,853,Cooke ,TX
3874,613,815,Coryell ,TX
3875,712,897,Cottle ,TX
3876,560,706,Crane ,TX
3877,553,697,Crockett ,TX
3878,733,896,Crosby ,TX
3879,629,792,Culberson ,TX
3880,705,810,Dallam ,TX
3881,948,1163,Dallas ,TX
3882,536,697,Dawson ,TX
3883,617,821,Deaf Smith ,TX
3884,539,717,Delta ,TX
3885,948,1163,Denton ,TX
3886,583,776,DeWitt ,TX
3887,607,697,Dickens ,TX
3888,629,792,Dimmit ,TX
3889,524,697,Donley ,TX
3890,654,824,Duval ,TX
3891,526,699,Eastland ,TX
3892,943,1176,Ector ,TX
3893,629,792,Edwards ,TX
3894,948,1163,Ellis ,TX
3895,743,906,El Paso ,TX
3896,691,828,Erath ,TX
3897,540,718,Falls ,TX
3898,598,795,Fannin ,TX
3899,605,783,Fayette ,TX
3900,553,697,Fisher ,TX
3901,609,699,Floyd ,TX
3902,553,697,Foard ,TX
3903,936,1146,Fort Bend ,TX
3904,576,726,Franklin ,TX
3905,586,699,Freestone ,TX
3906,553,735,Frio ,TX
3907,556,700,Gaines ,TX
3908,936,1146,Galveston ,TX
3909,553,697,Garza ,TX
3910,775,1031,Gillespie ,TX
3911,629,792,Glasscock ,TX
3912,792,970,Goliad ,TX
3913,548,729,Gonzales ,TX
3914,630,787,Gray ,TX
3915,724,918,Grayson ,TX
3916,794,945,Gregg ,TX
3917,583,775,Grimes ,TX
3918,853,1066,Guadalupe ,TX
3919,596,713,Hale ,TX
3920,581,697,Hall ,TX
3921,577,767,Hamilton ,TX
3922,567,744,Hansford ,TX
3923,572,761,Hardeman ,TX
3924,749,917,Hardin ,TX
3925,936,1146,Harris ,TX
3926,709,818,Harrison ,TX
3927,725,833,Hartley ,TX
3928,607,697,Haskell ,TX
3929,1104,1350,Hays ,TX
3930,607,697,Hemphill ,TX
3931,669,841,Henderson ,TX
3932,619,804,Hidalgo ,TX
3933,595,784,Hill ,TX
3934,643,855,Hockley ,TX
3935,822,1015,Hood ,TX
3936,625,816,Hopkins ,TX
3937,584,777,Houston ,TX
3938,701,923,Howard ,TX
3939,715,872,Hudspeth ,TX
3940,948,1163,Hunt ,TX
3941,622,827,Hutchinson ,TX
3942,744,964,Irion ,TX
3943,768,968,Jack ,TX
3944,710,883,Jackson ,TX
3945,635,844,Jasper ,TX
3946,872,1099,Jeff Davis ,TX
3947,749,917,Jefferson ,TX
3948,583,697,Jim Hogg ,TX
3949,683,908,Jim Wells ,TX
3950,892,1122,Johnson ,TX
3951,642,854,Jones ,TX
3952,595,792,Karnes ,TX
3953,948,1163,Kaufman ,TX
3954,954,1199,Kendall ,TX
3955,629,792,Kenedy ,TX
3956,553,697,Kent ,TX
3957,774,889,Kerr ,TX
3958,633,798,Kimble ,TX
3959,814,1026,King ,TX
3960,600,798,Kinney ,TX
3961,670,842,Kleberg ,TX
3962,553,697,Knox ,TX
3963,670,789,Lamar ,TX
3964,589,719,Lamb ,TX
3965,543,722,Lampasas ,TX
3966,625,787,La Salle ,TX
3967,550,731,Lavaca ,TX
3968,648,817,Lee ,TX
3969,550,697,Leon ,TX
3970,936,1146,Liberty ,TX
3971,647,860,Limestone ,TX
3972,646,742,Lipscomb ,TX
3973,558,697,Live Oak ,TX
3974,674,867,Llano ,TX
3975,629,792,Loving ,TX
3976,733,896,Lubbock ,TX
3977,650,746,Lynn ,TX
3978,536,697,McCulloch ,TX
3979,680,890,McLennan ,TX
3980,629,792,McMullen ,TX
3981,612,814,Madison ,TX
3982,553,697,Marion ,TX
3983,558,697,Martin ,TX
3984,911,1148,Mason ,TX
3985,684,825,Matagorda ,TX
3986,614,777,Maverick ,TX
3987,609,810,Medina ,TX
3988,607,765,Menard ,TX
3989,1098,1376,Midland ,TX
3990,589,768,Milam ,TX
3991,524,697,Mills ,TX
3992,541,719,Mitchell ,TX
3993,693,891,Montague ,TX
3994,936,1146,Montgomery ,TX
3995,633,802,Moore ,TX
3996,576,697,Morris ,TX
3997,553,697,Motley ,TX
3998,739,890,Nacogdoches ,TX
3999,659,811,Navarro ,TX
4000,571,697,Newton ,TX
4001,573,720,Nolan ,TX
4002,846,1069,Nueces ,TX
4003,691,793,Ochiltree ,TX
4004,678,886,Oldham ,TX
4005,749,917,Orange ,TX
4006,606,802,Palo Pinto ,TX
4007,557,741,Panola ,TX
4008,892,1122,Parker ,TX
4009,609,699,Parmer ,TX
4010,662,816,Pecos ,TX
4011,584,777,Polk ,TX
4012,665,869,Potter ,TX
4013,607,697,Presidio ,TX
4014,592,746,Rains ,TX
4015,665,869,Randall ,TX
4016,690,792,Reagan ,TX
4017,630,723,Real ,TX
4018,532,708,Red River ,TX
4019,590,743,Reeves ,TX
4020,671,770,Refugio ,TX
4021,629,792,Roberts ,TX
4022,802,964,Robertson ,TX
4023,948,1163,Rockwall ,TX
4024,535,711,Runnels ,TX
4025,614,816,Rusk ,TX
4026,597,794,Sabine ,TX
4027,552,734,San Augustine ,TX
4028,571,760,San Jacinto ,TX
4029,846,1069,San Patricio ,TX
4030,524,697,San Saba ,TX
4031,524,697,Schleicher ,TX
4032,688,867,Scurry ,TX
4033,589,697,Shackelford ,TX
4034,524,697,Shelby ,TX
4035,607,697,Sherman ,TX
4036,772,945,Smith ,TX
4037,584,719,Somervell ,TX
4038,542,697,Starr ,TX
4039,536,711,Stephens ,TX
4040,629,792,Sterling ,TX
4041,629,792,Stonewall ,TX
4042,612,703,Sutton ,TX
4043,524,697,Swisher ,TX
4044,892,1122,Tarrant ,TX
4045,642,854,Taylor ,TX
4046,644,812,Terrell ,TX
4047,571,759,Terry ,TX
4048,553,697,Throckmorton ,TX
4049,588,750,Titus ,TX
4050,744,964,Tom Green ,TX
4051,1104,1350,Travis ,TX
4052,618,822,Trinity ,TX
4053,596,720,Tyler ,TX
4054,794,945,Upshur ,TX
4055,607,697,Upton ,TX
4056,641,736,Uvalde ,TX
4057,598,773,Val Verde ,TX
4058,622,827,Van Zandt ,TX
4059,792,970,Victoria ,TX
4060,818,939,Walker ,TX
4061,936,1146,Waller ,TX
4062,661,759,Ward ,TX
4063,815,936,Washington ,TX
4064,659,834,Webb ,TX
4065,661,809,Wharton ,TX
4066,677,777,Wheeler ,TX
4067,659,851,Wichita ,TX
4068,567,704,Wilbarger ,TX
4069,553,697,Willacy ,TX
4070,1104,1350,Williamson ,TX
4071,853,1066,Wilson ,TX
4072,553,697,Winkler ,TX
4073,788,1031,Wise ,TX
4074,625,792,Wood ,TX
4075,607,697,Yoakum ,TX
4076,582,774,Young ,TX
4077,607,697,Zapata ,TX
4078,607,697,Zavala ,TX
4079,564,738,Beaver ,UT
4080,532,708,Box Elder ,UT
4081,601,736,Cache ,UT
4082,601,794,Carbon ,UT
4083,677,885,Daggett ,UT
4084,730,934,Davis ,UT
4085,750,894,Duchesne ,UT
4086,607,697,Emery ,UT
4087,535,712,Garfield ,UT
4088,705,922,Grand ,UT
4089,619,748,Iron ,UT
4090,752,874,Juab ,UT
4091,747,977,Kane ,UT
4092,527,701,Millard ,UT
4093,730,934,Morgan ,UT
4094,655,857,Piute ,UT
4095,574,751,Rich ,UT
4096,881,1093,Salt Lake ,UT
4097,609,699,San Juan ,UT
4098,611,812,Sanpete ,UT
4099,575,765,Sevier ,UT
4100,1140,1309,Summit ,UT
4101,775,899,Tooele ,UT
4102,785,1044,Uintah ,UT
4103,752,874,Utah ,UT
4104,827,1098,Wasatch ,UT
4105,703,888,Washington ,UT
4106,607,697,Wayne ,UT
4107,730,934,Weber ,UT
4108,933,1094,Addison ,VT
4109,933,1094,Addison ,VT
4110,933,1094,Addison ,VT
4111,933,1094,Addison ,VT
4112,933,1094,Addison ,VT
4113,933,1094,Addison ,VT
4114,933,1094,Addison ,VT
4115,933,1094,Addison ,VT
4116,933,1094,Addison ,VT
4117,933,1094,Addison ,VT
4118,933,1094,Addison ,VT
4119,933,1094,Addison ,VT
4120,933,1094,Addison ,VT
4121,933,1094,Addison ,VT
4122,933,1094,Addison ,VT
4123,933,1094,Addison ,VT
4124,933,1094,Addison ,VT
4125,933,1094,Addison ,VT
4126,933,1094,Addison ,VT
4127,933,1094,Addison ,VT
4128,933,1094,Addison ,VT
4129,933,1094,Addison ,VT
4130,933,1094,Addison ,VT
4131,902,1036,Bennington ,VT
4132,902,1036,Bennington ,VT
4133,902,1036,Bennington ,VT
4134,902,1036,Bennington ,VT
4135,902,1036,Bennington ,VT
4136,902,1036,Bennington ,VT
4137,902,1036,Bennington ,VT
4138,902,1036,Bennington ,VT
4139,902,1036,Bennington ,VT
4140,902,1036,Bennington ,VT
4141,902,1036,Bennington ,VT
4142,902,1036,Bennington ,VT
4143,902,1036,Bennington ,VT
4144,902,1036,Bennington ,VT
4145,902,1036,Bennington ,VT
4146,902,1036,Bennington ,VT
4147,902,1036,Bennington ,VT
4148,730,939,Caledonia ,VT
4149,730,939,Caledonia ,VT
4150,730,939,Caledonia ,VT
4151,730,939,Caledonia ,VT
4152,730,939,Caledonia ,VT
4153,730,939,Caledonia ,VT
4154,730,939,Caledonia ,VT
4155,730,939,Caledonia ,VT
4156,730,939,Caledonia ,VT
4157,730,939,Caledonia ,VT
4158,730,939,Caledonia ,VT
4159,730,939,Caledonia ,VT
4160,730,939,Caledonia ,VT
4161,730,939,Caledonia ,VT
4162,730,939,Caledonia ,VT
4163,730,939,Caledonia ,VT
4164,730,939,Caledonia ,VT
4165,1184,1523,Chittenden ,VT
4166,1184,1523,Chittenden ,VT
4167,1184,1523,Chittenden ,VT
4168,1184,1523,Chittenden ,VT
4169,1184,1523,Chittenden ,VT
4170,1184,1523,Chittenden ,VT
4171,1184,1523,Chittenden ,VT
4172,1184,1523,Chittenden ,VT
4173,1184,1523,Chittenden ,VT
4174,1184,1523,Chittenden ,VT
4175,1184,1523,Chittenden ,VT
4176,1184,1523,Chittenden ,VT
4177,1184,1523,Chittenden ,VT
4178,1184,1523,Chittenden ,VT
4179,1184,1523,Chittenden ,VT
4180,1184,1523,Chittenden ,VT
4181,1184,1523,Chittenden ,VT
4182,1184,1523,Chittenden ,VT
4183,645,823,Essex ,VT
4184,645,823,Essex ,VT
4185,645,823,Essex ,VT
4186,645,823,Essex ,VT
4187,645,823,Essex ,VT
4188,645,823,Essex ,VT
4189,645,823,Essex ,VT
4190,645,823,Essex ,VT
4191,645,823,Essex ,VT
4192,645,823,Essex ,VT
4193,645,823,Essex ,VT
4194,645,823,Essex ,VT
4195,645,823,Essex ,VT
4196,645,823,Essex ,VT
4197,645,823,Essex ,VT
4198,645,823,Essex ,VT
4199,645,823,Essex ,VT
4200,645,823,Essex ,VT
4201,645,823,Essex ,VT
4202,1184,1523,Franklin ,VT
4203,1184,1523,Franklin ,VT
4204,1184,1523,Franklin ,VT
4205,1184,1523,Franklin ,VT
4206,1184,1523,Franklin ,VT
4207,1184,1523,Franklin ,VT
4208,1184,1523,Franklin ,VT
4209,1184,1523,Franklin ,VT
4210,1184,1523,Franklin ,VT
4211,1184,1523,Franklin ,VT
4212,1184,1523,Franklin ,VT
4213,1184,1523,Franklin ,VT
4214,1184,1523,Franklin ,VT
4215,1184,1523,Franklin ,VT
4216,1184,1523,Franklin ,VT
4217,1184,1523,Grand Isle ,VT
4218,1184,1523,Grand Isle ,VT
4219,1184,1523,Grand Isle ,VT
4220,1184,1523,Grand Isle ,VT
4221,1184,1523,Grand Isle ,VT
4222,893,1067,Lamoille ,VT
4223,893,1067,Lamoille ,VT
4224,893,1067,Lamoille ,VT
4225,893,1067,Lamoille ,VT
4226,893,1067,Lamoille ,VT
4227,893,1067,Lamoille ,VT
4228,893,1067,Lamoille ,VT
4229,893,1067,Lamoille ,VT
4230,893,1067,Lamoille ,VT
4231,893,1067,Lamoille ,VT
4232,802,1026,Orange ,VT
4233,802,1026,Orange ,VT
4234,802,1026,Orange ,VT
4235,802,1026,Orange ,VT
4236,802,1026,Orange ,VT
4237,802,1026,Orange ,VT
4238,802,1026,Orange ,VT
4239,802,1026,Orange ,VT
4240,802,1026,Orange ,VT
4241,802,1026,Orange ,VT
4242,802,1026,Orange ,VT
4243,802,1026,Orange ,VT
4244,802,1026,Orange ,VT
4245,802,1026,Orange ,VT
4246,802,1026,Orange ,VT
4247,802,1026,Orange ,VT
4248,802,1026,Orange ,VT
4249,697,826,Orleans ,VT
4250,697,826,Orleans ,VT
4251,697,826,Orleans ,VT
4252,697,826,Orleans ,VT
4253,697,826,Orleans ,VT
4254,697,826,Orleans ,VT
4255,697,826,Orleans ,VT
4256,697,826,Orleans ,VT
4257,697,826,Orleans ,VT
4258,697,826,Orleans ,VT
4259,697,826,Orleans ,VT
4260,697,826,Orleans ,VT
4261,697,826,Orleans ,VT
4262,697,826,Orleans ,VT
4263,697,826,Orleans ,VT
4264,697,826,Orleans ,VT
4265,697,826,Orleans ,VT
4266,697,826,Orleans ,VT
4267,697,826,Orleans ,VT
4268,813,979,Rutland ,VT
4269,813,979,Rutland ,VT
4270,813,979,Rutland ,VT
4271,813,979,Rutland ,VT
4272,813,979,Rutland ,VT
4273,813,979,Rutland ,VT
4274,813,979,Rutland ,VT
4275,813,979,Rutland ,VT
4276,813,979,Rutland ,VT
4277,813,979,Rutland ,VT
4278,813,979,Rutland ,VT
4279,813,979,Rutland ,VT
4280,813,979,Rutland ,VT
4281,813,979,Rutland ,VT
4282,813,979,Rutland ,VT
4283,813,979,Rutland ,VT
4284,813,979,Rutland ,VT
4285,813,979,Rutland ,VT
4286,813,979,Rutland ,VT
4287,813,979,Rutland ,VT
4288,813,979,Rutland ,VT
4289,813,979,Rutland ,VT
4290,813,979,Rutland ,VT
4291,813,979,Rutland ,VT
4292,813,979,Rutland ,VT
4293,813,979,Rutland ,VT
4294,813,979,Rutland ,VT
4295,813,979,Rutland ,VT
4296,862,1135,Washington ,VT
4297,862,1135,Washington ,VT
4298,862,1135,Washington ,VT
4299,862,1135,Washington ,VT
4300,862,1135,Washington ,VT
4301,862,1135,Washington ,VT
4302,862,1135,Washington ,VT
4303,862,1135,Washington ,VT
4304,862,1135,Washington ,VT
4305,862,1135,Washington ,VT
4306,862,1135,Washington ,VT
4307,862,1135,Washington ,VT
4308,862,1135,Washington ,VT
4309,862,1135,Washington ,VT
4310,862,1135,Washington ,VT
4311,862,1135,Washington ,VT
4312,862,1135,Washington ,VT
4313,862,1135,Washington ,VT
4314,862,1135,Washington ,VT
4315,862,1135,Washington ,VT
4316,854,1075,Windham ,VT
4317,854,1075,Windham ,VT
4318,854,1075,Windham ,VT
4319,854,1075,Windham ,VT
4320,854,1075,Windham ,VT
4321,854,1075,Windham ,VT
4322,854,1075,Windham ,VT
4323,854,1075,Windham ,VT
4324,854,1075,Windham ,VT
4325,854,1075,Windham ,VT
4326,854,1075,Windham ,VT
4327,854,1075,Windham ,VT
4328,854,1075,Windham ,VT
4329,854,1075,Windham ,VT
4330,854,1075,Windham ,VT
4331,854,1075,Windham ,VT
4332,854,1075,Windham ,VT
4333,854,1075,Windham ,VT
4334,854,1075,Windham ,VT
4335,854,1075,Windham ,VT
4336,854,1075,Windham ,VT
4337,854,1075,Windham ,VT
4338,854,1075,Windham ,VT
4339,916,1115,Windsor ,VT
4340,916,1115,Windsor ,VT
4341,916,1115,Windsor ,VT
4342,916,1115,Windsor ,VT
4343,916,1115,Windsor ,VT
4344,916,1115,Windsor ,VT
4345,916,1115,Windsor ,VT
4346,916,1115,Windsor ,VT
4347,916,1115,Windsor ,VT
4348,916,1115,Windsor ,VT
4349,916,1115,Windsor ,VT
4350,916,1115,Windsor ,VT
4351,916,1115,Windsor ,VT
4352,916,1115,Windsor ,VT
4353,916,1115,Windsor ,VT
4354,916,1115,Windsor ,VT
4355,916,1115,Windsor ,VT
4356,916,1115,Windsor ,VT
4357,916,1115,Windsor ,VT
4358,916,1115,Windsor ,VT
4359,916,1115,Windsor ,VT
4360,916,1115,Windsor ,VT
4361,916,1115,Windsor ,VT
4362,916,1115,Windsor ,VT
4363,732,864,Accomack ,VA
4364,1107,1271,Albemarle ,VA
4365,570,716,Alleghany ,VA
4366,970,1114,Amelia ,VA
4367,680,848,Amherst ,VA
4368,680,848,Appomattox ,VA
4369,1561,1793,Arlington ,VA
4370,700,912,Augusta ,VA
4371,557,684,Bath ,VA
4372,680,848,Bedford ,VA
4373,517,688,Bland ,VA
4374,719,912,Botetourt ,VA
4375,671,893,Brunswick ,VA
4376,632,726,Buchanan ,VA
4377,676,776,Buckingham ,VA
4378,680,848,Campbell ,VA
4379,970,1114,Caroline ,VA
4380,596,684,Carroll ,VA
4381,970,1114,Charles City ,VA
4382,557,684,Charlotte ,VA
4383,970,1114,Chesterfield ,VA
4384,1561,1793,Clarke ,VA
4385,719,912,Craig ,VA
4386,938,1108,Culpeper ,VA
4387,773,949,Cumberland ,VA
4388,596,684,Dickenson ,VA
4389,970,1114,Dinwiddie ,VA
4390,741,985,Essex ,VA
4391,1561,1793,Fairfax ,VA
4392,1561,1793,Fauquier ,VA
4393,596,684,Floyd ,VA
4394,1107,1271,Fluvanna ,VA
4395,577,767,Franklin ,VA
4396,765,1018,Frederick ,VA
4397,557,721,Giles ,VA
4398,976,1172,Gloucester ,VA
4399,970,1114,Goochland ,VA
4400,596,684,Grayson ,VA
4401,1107,1271,Greene ,VA
4402,619,823,Greensville ,VA
4403,567,690,Halifax ,VA
4404,970,1114,Hanover ,VA
4405,970,1114,Henrico ,VA
4406,547,684,Henry ,VA
4407,557,684,Highland ,VA
4408,976,1172,Isle of Wight ,VA
4409,976,1172,James City ,VA
4410,833,1022,King and Queen ,VA
4411,934,1134,King George ,VA
4412,970,1114,King William ,VA
4413,815,1000,Lancaster ,VA
4414,596,684,Lee ,VA
4415,1561,1793,Loudoun ,VA
4416,824,1014,Louisa ,VA
4417,615,755,Lunenburg ,VA
4418,851,977,Madison ,VA
4419,976,1172,Mathews ,VA
4420,654,769,Mecklenburg ,VA
4421,826,1098,Middlesex ,VA
4422,819,941,Montgomery ,VA
4423,1107,1271,Nelson ,VA
4424,970,1114,New Kent ,VA
4425,689,890,Northampton ,VA
4426,642,854,Northumberland ,VA
4427,745,856,Nottoway ,VA
4428,787,905,Orange ,VA
4429,675,795,Page ,VA
4430,596,684,Patrick ,VA
4431,546,715,Pittsylvania ,VA
4432,970,1114,Powhatan ,VA
4433,689,917,Prince Edward ,VA
4434,970,1114,Prince George ,VA
4435,1561,1793,Prince William ,VA
4436,615,706,Pulaski ,VA
4437,880,1171,Rappahannock ,VA
4438,662,880,Richmond ,VA
4439,719,912,Roanoke ,VA
4440,721,837,Rockbridge ,VA
4441,696,892,Rockingham ,VA
4442,596,684,Russell ,VA
4443,520,692,Scott ,VA
4444,650,865,Shenandoah ,VA
4445,551,684,Smyth ,VA
4446,704,864,Southampton ,VA
4447,1561,1793,Spotsylvania ,VA
4448,1561,1793,Stafford ,VA
4449,610,748,Surry ,VA
4450,970,1114,Sussex ,VA
4451,571,711,Tazewell ,VA
4452,816,1085,Warren ,VA
4453,520,692,Washington ,VA
4454,722,886,Westmoreland ,VA
4455,536,700,Wise ,VA
4456,545,725,Wythe ,VA
4457,976,1172,York ,VA
4458,1561,1793,Alexandria ,VA
4459,680,848,Bedford ,VA
4460,520,692,Bristol ,VA
4461,721,837,Buena Vista ,VA
4462,1107,1271,Charlottesville ,VA
4463,976,1172,Chesapeake ,VA
4464,970,1114,Colonial Heights ,VA
4465,570,716,Covington ,VA
4466,546,715,Danville ,VA
4467,619,823,Emporia ,VA
4468,1561,1793,Fairfax ,VA
4469,1561,1793,Falls Church ,VA
4470,704,864,Franklin ,VA
