,1_BDRM_MEAN,2_BDRM_MEAN,County,State
0,742,890,Autauga ,AL
1,809,929,Baldwin ,AL
2,531,706,Barbour ,AL
3,832,955,Bibb ,AL
4,832,955,Blount ,AL
5,513,643,Bullock ,AL
6,481,640,Butler ,AL
7,542,721,Calhoun ,AL
8,615,738,Chambers ,AL
9,516,686,Cherokee ,AL
10,615,706,Chilton ,AL
11,545,725,Choctaw ,AL
12,528,606,Clarke ,AL
13,528,606,Clay ,AL
14,520,691,Cleburne ,AL
15,583,686,Coffee ,AL
16,564,713,Colbert ,AL
17,456,606,Conecuh ,AL
18,541,679,Coosa ,AL
19,477,634,Covington ,AL
20,459,606,Crenshaw ,AL
21,544,674,Cullman ,AL
22,516,652,Dale ,AL
23,517,606,Dallas ,AL
24,456,606,DeKalb ,AL
25,742,890,Elmore ,AL
26,542,623,Escambia ,AL
27,533,709,Etowah ,AL
28,528,606,Fayette ,AL
29,526,615,Franklin ,AL
30,576,748,Geneva ,AL
31,483,606,Greene ,AL
32,704,859,Hale ,AL
33,586,673,Henry ,AL
34,576,748,Houston ,AL
35,542,655,Jackson ,AL
36,832,955,Jefferson ,AL
37,523,606,Lamar ,AL
38,564,713,Lauderdale ,AL
39,549,703,Lawrence ,AL
40,680,889,Lee ,AL
41,646,768,Limestone ,AL
42,742,890,Lowndes ,AL
43,477,634,Macon ,AL
44,646,768,Madison ,AL
45,498,606,Marengo ,AL
46,456,606,Marion ,AL
47,495,655,Marshall ,AL
48,733,901,Mobile ,AL
49,528,606,Monroe ,AL
50,742,890,Montgomery ,AL
51,549,703,Morgan ,AL
52,528,606,Perry ,AL
53,456,606,Pickens ,AL
54,558,669,Pike ,AL
55,539,682,Randolph ,AL
56,742,891,Russell ,AL
57,832,955,St. Clair ,AL
58,832,955,Shelby ,AL
59,562,747,Sumter ,AL
60,497,661,Talladega ,AL
61,554,638,Tallapoosa ,AL
62,704,859,Tuscaloosa ,AL
63,537,697,Walker ,AL
64,547,686,Washington ,AL
65,528,606,Wilcox ,AL
66,456,606,Winston ,AL
67,964,1107,Aleutians East Borough,AK
68,1338,1779,Aleutians West Census Area,AK
69,1097,1417,Anchorage Municipal,AK
70,1419,1630,Bethel Census Area,AK
71,1002,1317,Bristol Bay Borough,AK
72,1178,1520,Denali Borough,AK
73,1181,1356,Dillingham Census Area,AK
74,1089,1449,Fairbanks North Star Borough,AK
75,883,1014,Haines Borough,AK
76,675,871,Hoonah-Angoon Census Area,AK
77,1138,1514,Juneau City and Borough,AK
78,874,1154,Kenai Peninsula Borough,AK
79,1019,1355,Ketchikan Gateway Borough,AK
80,1095,1258,Kodiak Island Borough,AK
81,866,994,Kusilvak Census Area,AK
82,809,947,Lake and Peninsula Borough,AK
83,877,1167,Matanuska-Susitna Borough,AK
84,1426,1689,Nome Census Area,AK
85,1137,1306,North Slope Borough,AK
86,1243,1428,Northwest Arctic Borough,AK
87,844,1123,Petersburg Census Area,AK
88,849,1101,Prince of Wales-Hyder Census Area,AK
89,1074,1344,Sitka City and Borough,AK
90,1183,1467,Skagway Municipal,AK
91,1098,1301,Southeast Fairbanks Census Area,AK
92,961,1278,Valdez-Cordova Census Area,AK
93,755,1004,Wrangell City and Borough,AK
94,887,1180,Yakutat City and Borough,AK
95,658,841,Yukon-Koyukuk Census Area,AK
96,595,697,Apache ,AZ
97,679,852,Cochise ,AZ
98,982,1206,Coconino ,AZ
99,689,916,Gila ,AZ
100,688,831,Graham ,AZ
101,547,722,Greenlee ,AZ
102,594,790,La Paz ,AZ
103,870,1082,Maricopa ,AZ
104,659,839,Mohave ,AZ
105,619,777,Navajo ,AZ
106,682,907,Pima ,AZ
107,870,1082,Pinal ,AZ
108,571,760,Santa Cruz ,AZ
109,711,945,Yavapai ,AZ
110,650,865,Yuma ,AZ
111,518,683,Arkansas ,AR
112,543,643,Ashley ,AR
113,550,731,Baxter ,AR
114,596,773,Benton ,AR
115,492,654,Boone ,AR
116,538,716,Bradley ,AR
117,583,669,Calhoun ,AR
118,535,712,Carroll ,AR
119,551,633,Chicot ,AR
120,508,676,Clark ,AR
121,476,633,Clay ,AR
122,534,710,Cleburne ,AR
123,568,731,Cleveland ,AR
124,551,633,Columbia ,AR
125,574,763,Conway ,AR
126,630,764,Craighead ,AR
127,545,725,Crawford ,AR
128,753,889,Crittenden ,AR
129,544,724,Cross ,AR
130,476,633,Dallas ,AR
131,476,633,Desha ,AR
132,511,680,Drew ,AR
133,719,862,Faulkner ,AR
134,493,656,Franklin ,AR
135,476,633,Fulton ,AR
136,612,814,Garland ,AR
137,643,738,Grant ,AR
138,589,721,Greene ,AR
139,521,663,Hempstead ,AR
140,586,691,Hot Spring ,AR
141,484,644,Howard ,AR
142,505,672,Independence ,AR
143,476,633,Izard ,AR
144,492,655,Jackson ,AR
145,568,731,Jefferson ,AR
146,517,688,Johnson ,AR
147,511,633,Lafayette ,AR
148,497,633,Lawrence ,AR
149,476,633,Lee ,AR
150,568,731,Lincoln ,AR
151,476,633,Little River ,AR
152,551,633,Logan ,AR
153,719,862,Lonoke ,AR
154,596,773,Madison ,AR
155,504,633,Marion ,AR
156,665,843,Miller ,AR
157,516,686,Mississippi ,AR
158,504,644,Monroe ,AR
159,489,651,Montgomery ,AR
160,506,673,Nevada ,AR
161,481,633,Newton ,AR
162,524,637,Ouachita ,AR
163,719,862,Perry ,AR
164,482,641,Phillips ,AR
165,551,633,Pike ,AR
166,476,633,Poinsett ,AR
167,476,633,Polk ,AR
168,518,689,Pope ,AR
169,476,633,Prairie ,AR
170,719,862,Pulaski ,AR
171,478,636,Randolph ,AR
172,476,633,St. Francis ,AR
173,719,862,Saline ,AR
174,476,633,Scott ,AR
175,508,633,Searcy ,AR
176,545,725,Sebastian ,AR
177,478,636,Sevier ,AR
178,477,635,Sharp ,AR
179,494,657,Stone ,AR
180,605,699,Union ,AR
181,483,642,Van Buren ,AR
182,596,773,Washington ,AR
183,530,687,White ,AR
184,476,633,Woodruff ,AR
185,504,633,Yell ,AR
186,2000,2511,Alameda ,CA
187,764,1012,Alpine ,CA
188,829,1102,Amador ,CA
189,834,1055,Butte ,CA
190,822,972,Calaveras ,CA
191,780,896,Colusa ,CA
192,2000,2511,Contra Costa ,CA
193,759,936,Del Norte ,CA
194,916,1157,El Dorado ,CA
195,819,1018,Fresno ,CA
196,655,871,Glenn ,CA
197,780,1023,Humboldt ,CA
198,723,948,Imperial ,CA
199,805,972,Inyo ,CA
200,744,968,Kern ,CA
201,810,1000,Kings ,CA
202,762,988,Lake ,CA
203,699,930,Lassen ,CA
204,1388,1798,Los Angeles ,CA
205,768,1021,Madera ,CA
206,2704,3377,Marin ,CA
207,777,989,Mariposa ,CA
208,826,1098,Mendocino ,CA
209,660,837,Merced ,CA
210,533,697,Modoc ,CA
211,988,1314,Mono ,CA
212,1227,1534,Monterey ,CA
213,1303,1716,Napa ,CA
214,977,1300,Nevada ,CA
215,1610,2024,Orange ,CA
216,916,1157,Placer ,CA
217,798,916,Plumas ,CA
218,1003,1253,Riverside ,CA
219,916,1157,Sacramento ,CA
220,1389,1847,San Benito ,CA
221,1003,1253,San Bernardino ,CA
222,1400,1816,San Diego ,CA
223,2704,3377,San Francisco ,CA
224,790,1048,San Joaquin ,CA
225,1176,1516,San Luis Obispo ,CA
226,2704,3377,San Mateo ,CA
227,1725,2021,Santa Barbara ,CA
228,2217,2753,Santa Clara ,CA
229,1589,2113,Santa Cruz ,CA
230,759,974,Shasta ,CA
231,957,1268,Sierra ,CA
232,666,886,Siskiyou ,CA
233,1145,1412,Solano ,CA
234,1511,1961,Sonoma ,CA
235,855,1094,Stanislaus ,CA
236,720,942,Sutter ,CA
237,646,859,Tehama ,CA
238,695,924,Trinity ,CA
239,678,902,Tulare ,CA
240,795,1020,Tuolumne ,CA
241,1399,1861,Ventura ,CA
242,978,1301,Yolo ,CA
243,720,942,Yuba ,CA
244,1226,1543,Adams ,CO
245,670,812,Alamosa ,CO
246,1226,1543,Arapahoe ,CO
247,768,990,Archuleta ,CO
248,607,697,Baca ,CO
249,626,830,Bent ,CO
250,1290,1577,Boulder ,CO
251,1226,1543,Broomfield ,CO
252,694,923,Chaffee ,CO
253,534,710,Cheyenne ,CO
254,1226,1543,Clear Creek ,CO
255,604,697,Conejos ,CO
256,610,786,Costilla ,CO
257,660,758,Crowley ,CO
258,614,792,Custer ,CO
259,717,953,Delta ,CO
260,1226,1543,Denver ,CO
261,612,703,Dolores ,CO
262,1226,1543,Douglas ,CO
263,1241,1555,Eagle ,CO
264,1226,1543,Elbert ,CO
265,860,1106,El Paso ,CO
266,633,809,Fremont ,CO
267,964,1254,Garfield ,CO
268,1226,1543,Gilpin ,CO
269,835,1110,Grand ,CO
270,816,1002,Gunnison ,CO
271,825,948,Hinsdale ,CO
272,613,793,Huerfano ,CO
273,735,948,Jackson ,CO
274,1226,1543,Jefferson ,CO
275,652,840,Kiowa ,CO
276,556,717,Kit Carson ,CO
277,829,1002,Lake ,CO
278,934,1131,La Plata ,CO
279,963,1177,Larimer ,CO
280,673,895,Las Animas ,CO
281,585,778,Lincoln ,CO
282,647,803,Logan ,CO
283,670,891,Mesa ,CO
284,760,980,Mineral ,CO
285,716,847,Moffat ,CO
286,659,784,Montezuma ,CO
287,727,967,Montrose ,CO
288,616,819,Morgan ,CO
289,615,818,Otero ,CO
290,928,1200,Ouray ,CO
291,1226,1543,Park ,CO
292,564,750,Phillips ,CO
293,1414,1880,Pitkin ,CO
294,587,697,Prowers ,CO
295,620,825,Pueblo ,CO
296,662,854,Rio Blanco ,CO
297,607,697,Rio Grande ,CO
298,1054,1315,Routt ,CO
299,546,726,Saguache ,CO
300,1005,1296,San Juan ,CO
301,1265,1683,San Miguel ,CO
302,524,697,Sedgwick ,CO
303,1146,1524,Summit ,CO
304,846,1099,Teller ,CO
305,633,727,Washington ,CO
306,801,1009,Weld ,CO
307,532,707,Yuma ,CO
308,1371,1723,Fairfield ,CT
309,1087,1369,Fairfield ,CT
310,1371,1723,Fairfield ,CT
311,1371,1723,Fairfield ,CT
312,1731,2189,Fairfield ,CT
313,1087,1369,Fairfield ,CT
314,1087,1369,Fairfield ,CT
315,1731,2189,Fairfield ,CT
316,1087,1369,Fairfield ,CT
317,1731,2189,Fairfield ,CT
318,1371,1723,Fairfield ,CT
319,1371,1723,Fairfield ,CT
320,1731,2189,Fairfield ,CT
321,1371,1723,Fairfield ,CT
322,1371,1723,Fairfield ,CT
323,1087,1369,Fairfield ,CT
324,1371,1723,Fairfield ,CT
325,1731,2189,Fairfield ,CT
326,1087,1369,Fairfield ,CT
327,1087,1369,Fairfield ,CT
328,1731,2189,Fairfield ,CT
329,1731,2189,Fairfield ,CT
330,1731,2189,Fairfield ,CT
331,997,1242,Hartford ,CT
332,997,1242,Hartford ,CT
333,997,1242,Hartford ,CT
334,997,1242,Hartford ,CT
335,997,1242,Hartford ,CT
336,997,1242,Hartford ,CT
337,997,1242,Hartford ,CT
338,997,1242,Hartford ,CT
339,997,1242,Hartford ,CT
340,997,1242,Hartford ,CT
341,997,1242,Hartford ,CT
342,997,1242,Hartford ,CT
343,997,1242,Hartford ,CT
344,997,1242,Hartford ,CT
345,997,1242,Hartford ,CT
346,997,1242,Hartford ,CT
347,997,1242,Hartford ,CT
348,997,1242,Hartford ,CT
349,997,1242,Hartford ,CT
350,997,1242,Hartford ,CT
351,997,1242,Hartford ,CT
352,997,1242,Hartford ,CT
353,997,1242,Hartford ,CT
354,997,1242,Hartford ,CT
355,997,1242,Hartford ,CT
356,997,1242,Hartford ,CT
357,997,1242,Hartford ,CT
358,997,1242,Hartford ,CT
359,997,1242,Hartford ,CT
360,913,1168,Litchfield ,CT
361,913,1168,Litchfield ,CT
362,913,1168,Litchfield ,CT
363,913,1168,Litchfield ,CT
364,913,1168,Litchfield ,CT
365,913,1168,Litchfield ,CT
366,913,1168,Litchfield ,CT
367,913,1168,Litchfield ,CT
368,913,1168,Litchfield ,CT
369,913,1168,Litchfield ,CT
370,913,1168,Litchfield ,CT
371,913,1168,Litchfield ,CT
372,913,1168,Litchfield ,CT
373,913,1168,Litchfield ,CT
374,913,1168,Litchfield ,CT
375,913,1168,Litchfield ,CT
376,913,1168,Litchfield ,CT
377,913,1168,Litchfield ,CT
378,913,1168,Litchfield ,CT
379,913,1168,Litchfield ,CT
380,913,1168,Litchfield ,CT
381,913,1168,Litchfield ,CT
382,913,1168,Litchfield ,CT
383,913,1168,Litchfield ,CT
384,913,1168,Litchfield ,CT
385,913,1168,Litchfield ,CT
386,997,1242,Middlesex ,CT
387,1117,1485,Middlesex ,CT
388,997,1242,Middlesex ,CT
389,1117,1485,Middlesex ,CT
390,997,1242,Middlesex ,CT
391,997,1242,Middlesex ,CT
392,997,1242,Middlesex ,CT
393,1117,1485,Middlesex ,CT
394,997,1242,Middlesex ,CT
395,1117,1485,Middlesex ,CT
396,997,1242,Middlesex ,CT
397,997,1242,Middlesex ,CT
398,1117,1485,Middlesex ,CT
399,997,1242,Middlesex ,CT
400,1117,1485,Middlesex ,CT
401,1127,1389,New Haven ,CT
402,1127,1389,New Haven ,CT
403,1149,1389,New Haven ,CT
404,1149,1389,New Haven ,CT
405,1149,1389,New Haven ,CT
406,1127,1389,New Haven ,CT
407,1149,1389,New Haven ,CT
408,1149,1389,New Haven ,CT
409,1149,1389,New Haven ,CT
410,1149,1389,New Haven ,CT
411,1149,1389,New Haven ,CT
412,899,1106,New Haven ,CT
413,1127,1389,New Haven ,CT
414,899,1106,New Haven ,CT
415,1149,1389,New Haven ,CT
416,1149,1389,New Haven ,CT
417,1149,1389,New Haven ,CT
418,1149,1389,New Haven ,CT
419,1127,1389,New Haven ,CT
420,899,1106,New Haven ,CT
421,1127,1389,New Haven ,CT
422,899,1106,New Haven ,CT
423,1149,1389,New Haven ,CT
424,899,1106,New Haven ,CT
425,1149,1389,New Haven ,CT
426,899,1106,New Haven ,CT
427,1149,1389,New Haven ,CT
428,992,1271,New London ,CT
429,1007,1339,New London ,CT
430,992,1271,New London ,CT
431,992,1271,New London ,CT
432,992,1271,New London ,CT
433,992,1271,New London ,CT
434,1007,1339,New London ,CT
435,992,1271,New London ,CT
436,992,1271,New London ,CT
437,992,1271,New London ,CT
438,992,1271,New London ,CT
439,992,1271,New London ,CT
440,992,1271,New London ,CT
441,992,1271,New London ,CT
442,992,1271,New London ,CT
443,992,1271,New London ,CT
444,992,1271,New London ,CT
445,992,1271,New London ,CT
446,992,1271,New London ,CT
447,992,1271,New London ,CT
448,992,1271,New London ,CT
449,997,1242,Tolland ,CT
450,997,1242,Tolland ,CT
451,997,1242,Tolland ,CT
452,997,1242,Tolland ,CT
453,997,1242,Tolland ,CT
454,997,1242,Tolland ,CT
455,997,1242,Tolland ,CT
456,997,1242,Tolland ,CT
457,997,1242,Tolland ,CT
458,997,1242,Tolland ,CT
459,997,1242,Tolland ,CT
460,997,1242,Tolland ,CT
461,997,1242,Tolland ,CT
462,958,1113,Windham ,CT
463,958,1113,Windham ,CT
464,958,1113,Windham ,CT
465,958,1113,Windham ,CT
466,958,1113,Windham ,CT
467,958,1113,Windham ,CT
468,958,1113,Windham ,CT
469,958,1113,Windham ,CT
470,958,1113,Windham ,CT
471,958,1113,Windham ,CT
472,958,1113,Windham ,CT
473,958,1113,Windham ,CT
474,958,1113,Windham ,CT
475,958,1113,Windham ,CT
476,958,1113,Windham ,CT
477,854,987,Kent ,DE
478,1047,1266,New Castle ,DE
479,775,1010,Sussex ,DE
480,1561,1793,District of Columbia,DC
481,770,950,Alachua ,FL
482,651,763,Baker ,FL
483,908,1055,Bay ,FL
484,597,686,Bradford ,FL
485,850,1077,Brevard ,FL
486,1156,1476,Broward ,FL
487,609,699,Calhoun ,FL
488,712,939,Charlotte ,FL
489,627,834,Citrus ,FL
490,829,1014,Clay ,FL
491,1062,1300,Collier ,FL
492,703,826,Columbia ,FL
493,570,758,DeSoto ,FL
494,637,732,Dixie ,FL
495,829,1014,Duval ,FL
496,755,904,Escambia ,FL
497,856,1014,Flagler ,FL
498,702,806,Franklin ,FL
499,818,1016,Gadsden ,FL
500,770,950,Gilchrist ,FL
501,634,843,Glades ,FL
502,730,971,Gulf ,FL
503,516,686,Hamilton ,FL
504,627,720,Hardee ,FL
505,661,861,Hendry ,FL
506,899,1116,Hernando ,FL
507,630,838,Highlands ,FL
508,899,1116,Hillsborough ,FL
509,597,686,Holmes ,FL
510,785,941,Indian River ,FL
511,597,686,Jackson ,FL
512,818,1016,Jefferson ,FL
513,597,686,Lafayette ,FL
514,972,1159,Lake ,FL
515,824,1019,Lee ,FL
516,818,1016,Leon ,FL
517,559,715,Levy ,FL
518,597,686,Liberty ,FL
519,650,746,Madison ,FL
520,902,1155,Manatee ,FL
521,716,866,Marion ,FL
522,887,1109,Martin ,FL
523,1141,1447,Miami-Dade ,FL
524,1222,1625,Monroe ,FL
525,829,1014,Nassau ,FL
526,928,1085,Okaloosa ,FL
527,627,822,Okeechobee ,FL
528,972,1159,Orange ,FL
529,972,1159,Osceola ,FL
530,1136,1422,Palm Beach ,FL
531,899,1116,Pasco ,FL
532,899,1116,Pinellas ,FL
533,694,914,Polk ,FL
534,651,748,Putnam ,FL
535,829,1014,St. Johns ,FL
536,887,1109,St. Lucie ,FL
537,755,904,Santa Rosa ,FL
538,902,1155,Sarasota ,FL
539,972,1159,Seminole ,FL
540,645,824,Sumter ,FL
541,597,686,Suwannee ,FL
542,574,686,Taylor ,FL
543,610,701,Union ,FL
544,815,1013,Volusia ,FL
545,827,950,Wakulla ,FL
546,845,970,Walton ,FL
547,516,686,Washington ,FL
548,520,659,Appling ,GA
549,495,659,Atkinson ,GA
550,520,659,Bacon ,GA
551,630,766,Baker ,GA
552,627,743,Baldwin ,GA
553,593,714,Banks ,GA
554,957,1099,Barrow ,GA
555,957,1099,Bartow ,GA
556,534,710,Ben Hill ,GA
557,495,659,Berrien ,GA
558,749,860,Bibb ,GA
559,543,688,Bleckley ,GA
560,619,798,Brantley ,GA
561,598,760,Brooks ,GA
562,992,1139,Bryan ,GA
563,609,770,Bulloch ,GA
564,682,827,Burke ,GA
565,680,905,Butts ,GA
566,495,659,Calhoun ,GA
567,763,917,Camden ,GA
568,495,659,Candler ,GA
569,957,1099,Carroll ,GA
570,701,862,Catoosa ,GA
571,560,709,Charlton ,GA
572,992,1139,Chatham ,GA
573,742,891,Chattahoochee ,GA
574,495,659,Chattooga ,GA
575,957,1099,Cherokee ,GA
576,711,836,Clarke ,GA
577,530,705,Clay ,GA
578,957,1099,Clayton ,GA
579,495,659,Clinch ,GA
580,957,1099,Cobb ,GA
581,495,659,Coffee ,GA
582,548,693,Colquitt ,GA
583,682,827,Columbia ,GA
584,534,677,Cook ,GA
585,957,1099,Coweta ,GA
586,749,860,Crawford ,GA
587,573,664,Crisp ,GA
588,701,862,Dade ,GA
589,957,1099,Dawson ,GA
590,560,740,Decatur ,GA
591,957,1099,DeKalb ,GA
592,517,688,Dodge ,GA
593,605,695,Dooly ,GA
594,630,766,Dougherty ,GA
595,957,1099,Douglas ,GA
596,574,659,Early ,GA
597,598,760,Echols ,GA
598,992,1139,Effingham ,GA
599,510,678,Elbert ,GA
600,495,659,Emanuel ,GA
601,539,663,Evans ,GA
602,660,758,Fannin ,GA
603,957,1099,Fayette ,GA
604,592,729,Floyd ,GA
605,957,1099,Forsyth ,GA
606,552,698,Franklin ,GA
607,957,1099,Fulton ,GA
608,614,779,Gilmer ,GA
609,511,659,Glascock ,GA
610,619,798,Glynn ,GA
611,546,685,Gordon ,GA
612,621,713,Grady ,GA
613,598,718,Greene ,GA
614,957,1099,Gwinnett ,GA
615,583,727,Habersham ,GA
616,761,889,Hall ,GA
617,495,659,Hancock ,GA
618,664,853,Haralson ,GA
619,742,891,Harris ,GA
620,517,687,Hart ,GA
621,957,1099,Heard ,GA
622,957,1099,Henry ,GA
623,750,881,Houston ,GA
624,520,659,Irwin ,GA
625,626,821,Jackson ,GA
626,957,1099,Jasper ,GA
627,520,659,Jeff Davis ,GA
628,495,659,Jefferson ,GA
629,520,659,Jenkins ,GA
630,538,659,Johnson ,GA
631,749,860,Jones ,GA
632,578,743,Lamar ,GA
633,598,760,Lanier ,GA
634,528,659,Laurens ,GA
635,630,766,Lee ,GA
636,792,910,Liberty ,GA
637,574,659,Lincoln ,GA
638,604,694,Long ,GA
639,598,760,Lowndes ,GA
640,641,853,Lumpkin ,GA
641,682,827,McDuffie ,GA
642,619,798,McIntosh ,GA
643,495,659,Macon ,GA
644,711,836,Madison ,GA
645,742,891,Marion ,GA
646,591,786,Meriwether ,GA
647,589,676,Miller ,GA
648,527,701,Mitchell ,GA
649,717,823,Monroe ,GA
650,574,659,Montgomery ,GA
651,785,901,Morgan ,GA
652,536,689,Murray ,GA
653,742,891,Muscogee ,GA
654,957,1099,Newton ,GA
655,711,836,Oconee ,GA
656,711,836,Oglethorpe ,GA
657,957,1099,Paulding ,GA
658,608,728,Peach ,GA
659,957,1099,Pickens ,GA
660,574,659,Pierce ,GA
661,957,1099,Pike ,GA
662,580,771,Polk ,GA
663,574,659,Pulaski ,GA
664,693,796,Putnam ,GA
665,520,659,Quitman ,GA
666,585,778,Rabun ,GA
667,553,736,Randolph ,GA
668,682,827,Richmond ,GA
669,957,1099,Rockdale ,GA
670,495,659,Schley ,GA
671,495,659,Screven ,GA
672,531,706,Seminole ,GA
673,957,1099,Spalding ,GA
674,499,664,Stephens ,GA
675,495,659,Stewart ,GA
676,604,746,Sumter ,GA
677,698,884,Talbot ,GA
678,643,814,Taliaferro ,GA
679,574,659,Tattnall ,GA
680,574,659,Taylor ,GA
681,495,659,Telfair ,GA
682,630,766,Terrell ,GA
683,632,786,Thomas ,GA
684,560,728,Tift ,GA
685,574,659,Toombs ,GA
686,640,780,Towns ,GA
687,502,659,Treutlen ,GA
688,637,803,Troup ,GA
689,520,659,Turner ,GA
690,749,860,Twiggs ,GA
691,544,724,Union ,GA
692,638,733,Upson ,GA
693,701,862,Walker ,GA
694,957,1099,Walton ,GA
695,514,660,Ware ,GA
696,501,667,Warren ,GA
697,574,659,Washington ,GA
698,505,671,Wayne ,GA
699,538,682,Webster ,GA
700,520,659,Wheeler ,GA
701,595,787,White ,GA
702,625,728,Whitfield ,GA
703,574,659,Wilcox ,GA
704,519,690,Wilkes ,GA
705,520,659,Wilkinson ,GA
706,630,766,Worth ,GA
707,1160,1520,Hawaii ,HI
708,1636,2176,Honolulu ,HI
709,1402,1757,Kalawao ,HI
710,1270,1573,Kauai ,HI
711,1388,1739,Maui ,HI
712,711,910,Ada ,ID
713,524,697,Adams ,ID
714,573,762,Bannock ,ID
715,524,697,Bear Lake ,ID
716,559,743,Benewah ,ID
717,553,736,Bingham ,ID
718,809,1076,Blaine ,ID
719,711,910,Boise ,ID
720,634,818,Bonner ,ID
721,591,783,Bonneville ,ID
722,588,782,Boundary ,ID
723,577,758,Butte ,ID
724,530,700,Camas ,ID
725,711,910,Canyon ,ID
726,571,697,Caribou ,ID
727,549,697,Cassia ,ID
728,528,697,Clark ,ID
729,581,773,Clearwater ,ID
730,589,735,Custer ,ID
731,585,778,Elmore ,ID
732,601,736,Franklin ,ID
733,574,764,Fremont ,ID
734,615,818,Gem ,ID
735,544,721,Gooding ,ID
736,545,697,Idaho ,ID
737,591,783,Jefferson ,ID
738,598,763,Jerome ,ID
739,674,891,Kootenai ,ID
740,588,761,Latah ,ID
741,604,718,Lemhi ,ID
742,571,697,Lewis ,ID
743,631,736,Lincoln ,ID
744,640,735,Madison ,ID
745,607,697,Minidoka ,ID
746,620,825,Nez Perce ,ID
747,530,700,Oneida ,ID
748,711,910,Owyhee ,ID
749,602,801,Payette ,ID
750,598,795,Power ,ID
751,585,735,Shoshone ,ID
752,693,909,Teton ,ID
753,589,778,Twin Falls ,ID
754,601,800,Valley ,ID
755,548,729,Washington ,ID
756,553,727,Adams ,IL
757,561,744,Alexander ,IL
758,638,751,Bond ,IL
759,620,825,Boone ,IL
760,544,724,Brown ,IL
761,609,810,Bureau ,IL
762,739,957,Calhoun ,IL
763,542,721,Carroll ,IL
764,589,684,Cass ,IL
765,742,907,Champaign ,IL
766,542,710,Christian ,IL
767,556,716,Clark ,IL
768,583,670,Clay ,IL
769,739,957,Clinton ,IL
770,613,763,Coles ,IL
771,1099,1279,Cook ,IL
772,593,684,Crawford ,IL
773,530,670,Cumberland ,IL
774,762,1013,DeKalb ,IL
775,574,709,De Witt ,IL
776,562,748,Douglas ,IL
777,1099,1279,DuPage ,IL
778,530,705,Edgar ,IL
779,579,670,Edwards ,IL
780,543,699,Effingham ,IL
781,504,670,Fayette ,IL
782,742,907,Ford ,IL
783,564,737,Franklin ,IL
784,614,759,Fulton ,IL
785,583,670,Gallatin ,IL
786,575,673,Greene ,IL
787,844,1122,Grundy ,IL
788,538,705,Hamilton ,IL
789,530,679,Hancock ,IL
790,572,670,Hardin ,IL
791,546,716,Henderson ,IL
792,641,822,Henry ,IL
793,556,675,Iroquois ,IL
794,598,753,Jackson ,IL
795,559,670,Jasper ,IL
796,566,737,Jefferson ,IL
797,739,957,Jersey ,IL
798,591,679,Jo Daviess ,IL
799,547,728,Johnson ,IL
800,1099,1279,Kane ,IL
801,711,945,Kankakee ,IL
802,1021,1358,Kendall ,IL
803,514,684,Knox ,IL
804,1099,1279,Lake ,IL
805,632,840,La Salle ,IL
806,523,696,Lawrence ,IL
807,620,825,Lee ,IL
808,559,743,Livingston ,IL
809,535,712,Logan ,IL
810,620,778,McDonough ,IL
811,1099,1279,McHenry ,IL
812,728,961,McLean ,IL
813,620,812,Macon ,IL
814,516,686,Macoupin ,IL
815,739,957,Madison ,IL
816,547,727,Marion ,IL
817,646,824,Marshall ,IL
818,580,771,Mason ,IL
819,599,797,Massac ,IL
820,674,876,Menard ,IL
821,641,822,Mercer ,IL
822,739,957,Monroe ,IL
823,566,710,Montgomery ,IL
824,538,715,Morgan ,IL
825,588,675,Moultrie ,IL
826,586,780,Ogle ,IL
827,646,824,Peoria ,IL
828,563,670,Perry ,IL
829,742,907,Piatt ,IL
830,504,670,Pike ,IL
831,504,670,Pope ,IL
832,583,670,Pulaski ,IL
833,586,779,Putnam ,IL
834,590,711,Randolph ,IL
835,504,670,Richland ,IL
836,641,822,Rock Island ,IL
837,739,957,St. Clair ,IL
838,538,716,Saline ,IL
839,674,876,Sangamon ,IL
840,537,670,Schuyler ,IL
841,520,692,Scott ,IL
842,522,694,Shelby ,IL
843,646,824,Stark ,IL
844,534,710,Stephenson ,IL
845,646,824,Tazewell ,IL
846,504,670,Union ,IL
847,611,796,Vermilion ,IL
848,546,726,Wabash ,IL
849,568,755,Warren ,IL
850,572,761,Washington ,IL
851,504,670,Wayne ,IL
852,504,670,White ,IL
853,609,752,Whiteside ,IL
854,1099,1279,Will ,IL
855,556,740,Williamson ,IL
856,620,825,Winnebago ,IL
857,646,824,Woodford ,IL
858,579,697,Adams ,IN
859,624,795,Allen ,IN
860,764,911,Bartholomew ,IN
861,720,860,Benton ,IN
862,524,697,Blackford ,IN
863,741,907,Boone ,IN
864,741,907,Brown ,IN
865,524,697,Carroll ,IN
866,555,738,Cass ,IN
867,698,873,Clark ,IN
868,643,815,Clay ,IN
869,600,766,Clinton ,IN
870,524,697,Crawford ,IN
871,539,717,Daviess ,IN
872,691,908,Dearborn ,IN
873,645,854,Decatur ,IN
874,609,761,DeKalb ,IN
875,586,773,Delaware ,IN
876,556,730,Dubois ,IN
877,625,818,Elkhart ,IN
878,562,747,Fayette ,IN
879,698,873,Floyd ,IN
880,606,806,Fountain ,IN
881,603,802,Franklin ,IN
882,636,730,Fulton ,IN
883,664,763,Gibson ,IN
884,575,731,Grant ,IN
885,577,697,Greene ,IN
886,741,907,Hamilton ,IN
