,State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
925,KS,Norton County ,1830,87899,112,5652,105,4157,-7,-0.003825136612021858
926,KS,Osage County ,5792,316223,439,17403,463,18913,24,0.004143646408839779
927,KS,Osborne County ,1443,64893,73,2546,43,1589,-30,-0.02079002079002079
928,KS,Ottawa County ,2150,112802,147,6867,129,5854,-18,-0.008372093023255815
929,KS,Pawnee County ,2209,111833,152,5766,87,2972,-65,-0.029425079221367133
930,KS,Phillips County ,2095,98592,150,5897,59,2057,-91,-0.04343675417661098
931,KS,Pottawatomie County ,8315,592820,744,40487,743,42266,-1,-0.00012026458208057727
932,KS,Pratt County ,3312,204094,310,12602,203,8412,-107,-0.03230676328502415
933,KS,Rawlins County ,1021,50484,32,1000,24,1691,-8,-0.007835455435847209
934,KS,Reno County ,22105,1315464,1290,59792,1133,55583,-157,-0.007102465505541732
935,KS,Republic County ,1915,92125,74,2158,75,3037,1,0.0005221932114882506
936,KS,Rice County ,3180,176482,223,8865,215,9079,-8,-0.0025157232704402514
937,KS,Riley County ,17885,1247928,3693,165529,3038,131431,-655,-0.03662286832541236
938,KS,Rooks County ,1884,69277,90,3266,77,2462,-13,-0.006900212314225053
939,KS,Rush County ,1210,56117,55,1698,69,2180,14,0.011570247933884297
940,KS,Russell County ,2549,120326,144,5440,144,4981,0,0.0
941,KS,Saline County ,20672,1308064,1326,58895,1257,49849,-69,-0.0033378482972136222
942,KS,Scott County ,1817,129737,128,5676,84,4209,-44,-0.024215740231150248
943,KS,Sedgwick County ,184693,13665707,10251,568541,8940,440075,-1311,-0.00709826577076554
944,KS,Seward County ,7271,370701,694,29721,384,13756,-310,-0.042635125842387565
945,KS,Shawnee County ,66622,4301507,3469,176812,3054,135988,-415,-0.006229173546276005
946,KS,Sheridan County ,1012,43855,38,1701,27,859,-11,-0.010869565217391304
947,KS,Sherman County ,2078,110621,118,4544,123,4677,5,0.002406159769008662
948,KS,Smith County ,1508,66287,50,1521,58,1946,8,0.005305039787798408
949,KS,Stafford County ,1501,72788,75,3617,74,3196,-1,-0.0006662225183211193
950,KS,Stanton County ,686,44745,31,1742,23,763,-8,-0.011661807580174927
951,KS,Stevens County ,1717,109893,105,4653,57,2398,-48,-0.027955736750145604
952,KS,Sumner County ,8006,470589,617,25233,529,23103,-88,-0.010991756182862853
953,KS,Thomas County ,2846,164805,232,9399,198,9487,-34,-0.011946591707659873
954,KS,Trego County ,1172,58747,53,1876,47,1988,-6,-0.005119453924914676
955,KS,Wabaunsee County ,2517,151395,137,6503,149,7746,12,0.004767580452920143
956,KS,Wallace County ,565,29576,-1,-1,-1,-1,0,0.0
957,KS,Washington County ,2252,116166,80,3404,95,3444,15,0.0066607460035523975
958,KS,Wichita County ,813,50594,45,2072,33,1609,-12,-0.014760147601476014
959,KS,Wilson County ,3015,154471,174,6202,144,5935,-30,-0.009950248756218905
960,KS,Woodson County ,1156,49714,56,1963,48,1651,-8,-0.006920415224913495
961,KS,Wyandotte County ,52603,2472257,5306,230777,4937,196553,-369,-0.007014809041309431
962,KY,Adair County ,5455,223414,372,10774,350,11552,-22,-0.004032997250229147
963,KY,Allen County ,6156,295353,377,13368,475,18808,98,0.015919428200129954
964,KY,Anderson County ,8306,494447,612,27138,668,29350,56,0.006742114134360703
965,KY,Ballard County ,2676,148860,159,6861,147,5792,-12,-0.004484304932735426
966,KY,Barren County ,14511,746009,873,34098,1000,36326,127,0.0087519812555992
967,KY,Bath County ,3585,159146,239,8102,262,9598,23,0.006415620641562064
968,KY,Bell County ,6776,274981,415,13351,328,9942,-87,-0.012839433293978748
969,KY,Boone County ,45535,3790379,4641,291704,4832,263576,191,0.004194575601185901
970,KY,Bourbon County ,6859,370026,516,18831,482,17724,-34,-0.0049569908149876074
971,KY,Boyd County ,14993,890966,1018,44224,1004,42577,-14,-0.0009337690922430467
972,KY,Boyle County ,9366,559588,791,34256,820,33812,29,0.0030963057868887466
973,KY,Bracken County ,2894,147754,127,4276,215,8072,88,0.0304077401520387
974,KY,Breathitt County ,3582,155271,153,5246,103,3918,-50,-0.013958682300390842
975,KY,Breckinridge County ,6353,323141,390,13081,462,18126,72,0.01133322839603337
976,KY,Bullitt County ,29076,1833884,2300,108118,2627,125107,327,0.011246388774246802
977,KY,Butler County ,4001,193669,216,7770,224,7511,8,0.001999500124968758
978,KY,Caldwell County ,4266,214963,255,11352,268,10832,13,0.0030473511486169714
979,KY,Calloway County ,11421,637555,945,33771,854,35039,-91,-0.007967778653357849
980,KY,Campbell County ,33253,2584463,2961,168908,2983,164798,22,0.0006615944426066821
981,KY,Carlisle County ,1691,89943,81,2527,87,3519,6,0.0035481963335304554
982,KY,Carroll County ,3537,187198,295,11493,269,9902,-26,-0.0073508623126943735
983,KY,Carter County ,8169,407252,433,14736,406,15021,-27,-0.0033051781123760557
984,KY,Casey County ,4626,186580,261,11207,277,9588,16,0.0034587116299178555
985,KY,Christian County ,20792,1066215,3671,129429,3463,115877,-208,-0.010003847633705272
986,KY,Clark County ,12415,737988,970,46580,1086,43758,116,0.009343536045106725
987,KY,Clay County ,4878,196594,258,8175,220,5820,-38,-0.007790077900779008
988,KY,Clinton County ,2972,114718,134,3646,118,3794,-16,-0.005383580080753701
989,KY,Crittenden County ,2849,147650,179,5951,124,4940,-55,-0.019305019305019305
990,KY,Cumberland County ,2067,81875,104,2988,50,1652,-54,-0.026124818577648767
991,KY,Daviess County ,35825,2241060,1636,79669,1666,76280,30,0.000837404047452896
992,KY,Edmonson County ,3747,180155,277,9452,309,11921,32,0.008540165465705898
993,KY,Elliott County ,1718,75819,93,2968,80,2280,-13,-0.007566938300349243
994,KY,Estill County ,4334,189700,204,6665,206,8018,2,0.00046146746654360867
995,KY,Fayette County ,108789,8427504,9277,544938,8347,451070,-930,-0.00854865841215564
996,KY,Fleming County ,4808,221915,294,10174,265,9472,-29,-0.006031613976705491
997,KY,Floyd County ,9901,472130,604,22100,488,18247,-116,-0.011715988284011715
998,KY,Franklin County ,19421,1166722,1421,63642,1490,62637,69,0.003552855156789043
999,KY,Fulton County ,1758,75968,165,4619,166,4640,1,0.0005688282138794084
1000,KY,Gallatin County ,2696,138815,245,9226,277,11597,32,0.011869436201780416
1001,KY,Garrard County ,5287,280226,484,21125,519,23616,35,0.006620011348590883
1002,KY,Grant County ,7900,440031,767,28902,730,31659,-37,-0.0046835443037974685
1003,KY,Graves County ,12051,618163,669,23982,643,24136,-26,-0.002157497303128371
1004,KY,Grayson County ,8290,387772,490,17766,502,21028,12,0.0014475271411338963
1005,KY,Green County ,3486,150435,204,5963,206,6711,2,0.0005737234652897303
1006,KY,Greenup County ,11678,717166,782,37023,756,31765,-26,-0.0022264086316150025
1007,KY,Hancock County ,2972,173163,166,8363,188,7828,22,0.007402422611036339
1008,KY,Hardin County ,37070,2239849,3474,169880,3727,171213,253,0.006824925816023739
1009,KY,Harlan County ,7028,290696,316,11089,217,5866,-99,-0.014086511098463289
1010,KY,Harrison County ,6210,330851,417,16655,422,17835,5,0.0008051529790660225
1011,KY,Hart County ,5877,246282,343,11079,376,13312,33,0.005615109749872384
1012,KY,Henderson County ,15661,941033,887,45762,744,28970,-143,-0.009130962262946171
1013,KY,Henry County ,5451,301940,465,18545,460,20309,-5,-0.00091726288754357
1014,KY,Hickman County ,1458,73947,100,3598,85,2664,-15,-0.0102880658436214
1015,KY,Hopkins County ,15147,904919,792,37093,720,30895,-72,-0.004753416518122401
1016,KY,Jackson County ,3573,148446,167,5254,186,6900,19,0.005317660229499021
1017,KY,Jefferson County ,292057,21627859,18166,1192357,16883,919639,-1283,-0.004392978083045433
1018,KY,Jessamine County ,16789,1272189,1593,80921,1743,104741,150,0.008934421347310739
1019,KY,Johnson County ,6166,316151,375,15697,336,12967,-39,-0.006325008108984755
1020,KY,Kenton County ,59416,5028508,5475,322682,5659,290914,184,0.003096808940352767
1021,KY,Knott County ,3840,173682,214,6990,141,4545,-73,-0.019010416666666665
1022,KY,Knox County ,8363,362230,628,21572,587,18856,-41,-0.004902546932918809
1023,KY,Larue County ,4798,236835,371,13585,404,14669,33,0.006877865777407253
1024,KY,Laurel County ,18540,943972,1157,42256,1232,49268,75,0.0040453074433656954
1025,KY,Lawrence County ,4312,214400,302,11593,252,8708,-50,-0.011595547309833023
1026,KY,Lee County ,1688,70385,111,4038,82,2196,-29,-0.017180094786729858
1027,KY,Leslie County ,2689,117014,112,3388,76,1899,-36,-0.01338787653402752
1028,KY,Letcher County ,5715,258762,293,11274,197,7455,-96,-0.01679790026246719
1029,KY,Lewis County ,3880,176202,187,6831,203,6137,16,0.004123711340206186
1030,KY,Lincoln County ,7385,339711,563,18452,547,22819,-16,-0.002166553825321598
1031,KY,Livingston County ,3042,151253,259,9600,261,10014,2,0.0006574621959237344
1032,KY,Logan County ,9059,474195,557,19031,564,21481,7,0.0007727122198918203
1033,KY,Lyon County ,2508,149442,245,10106,227,14633,-18,-0.007177033492822967
1034,KY,McCracken County ,23646,1632599,1577,80039,1569,73032,-8,-0.0003383236065296456
1035,KY,McCreary County ,3812,142529,161,5192,135,4298,-26,-0.006820566631689402
1036,KY,McLean County ,3103,168268,187,6095,154,6295,-33,-0.010634869481147276
1037,KY,Madison County ,27678,1668343,2406,106678,2519,116549,113,0.004082664932437315
1038,KY,Magoffin County ,3147,135847,170,5553,116,3675,-54,-0.017159199237368923
1039,KY,Marion County ,6637,341561,380,13823,350,14398,-30,-0.004520114509567576
1040,KY,Marshall County ,11055,682537,671,27348,742,33788,71,0.00642243328810493
1041,KY,Martin County ,2430,84168,131,5470,85,3203,-46,-0.018930041152263374
1042,KY,Mason County ,5806,338659,412,17926,372,15093,-40,-0.006889424733034792
1043,KY,Meade County ,9626,575555,1069,46482,1234,56173,165,0.01714107625181799
1044,KY,Menifee County ,1766,72607,113,2947,121,4624,8,0.004530011325028313
1045,KY,Mercer County ,7702,412319,512,21718,528,22477,16,0.002077382498052454
1046,KY,Metcalfe County ,3148,120342,193,6191,228,8436,35,0.011118170266836086
1047,KY,Monroe County ,3416,148004,152,4630,150,3899,-2,-0.000585480093676815
1048,KY,Montgomery County ,8965,484109,683,25859,716,27478,33,0.0036809815950920245
1049,KY,Morgan County ,3384,144523,155,6061,133,5053,-22,-0.0065011820330969266
1050,KY,Muhlenberg County ,9647,496144,439,17048,414,13924,-25,-0.002591479216336685
1051,KY,Nelson County ,17301,1077503,980,45472,1080,48163,100,0.005780012716027975
1052,KY,Nicholas County ,2361,102461,130,3662,137,4803,7,0.002964845404489623
1053,KY,Ohio County ,7605,374054,446,15742,399,14526,-47,-0.006180144641683104
1054,KY,Oldham County ,20738,2594029,1777,173802,1889,181105,112,0.0054007136657344005
1055,KY,Owen County ,3360,179971,238,9358,273,10798,35,0.010416666666666666
1056,KY,Owsley County ,1059,38986,43,1137,45,1556,2,0.0018885741265344666
1057,KY,Pendleton County ,4885,288461,428,16083,404,15970,-24,-0.004912998976458547
1058,KY,Perry County ,7781,394208,389,14603,307,12120,-82,-0.010538491196504305
1059,KY,Pike County ,15623,860462,763,34769,706,30422,-57,-0.0036484670037764833
1060,KY,Powell County ,3816,163692,258,8822,270,10021,12,0.0031446540880503146
1061,KY,Pulaski County ,20458,1060743,958,41746,1175,56087,217,0.010607097467983185
1062,KY,Robertson County ,678,29942,36,1439,53,1988,17,0.025073746312684365
1063,KY,Rockcastle County ,4742,213593,298,10114,303,10481,5,0.001054407423028258
1064,KY,Rowan County ,6595,350064,608,19700,572,19923,-36,-0.005458680818802123
1065,KY,Russell County ,5528,241412,304,12935,319,13018,15,0.0027134587554269174
1066,KY,Scott County ,18422,1328706,1644,86989,2013,129611,369,0.02003039843665183
1067,KY,Shelby County ,15920,1238951,1262,70155,1653,115321,391,0.02456030150753769
1068,KY,Simpson County ,6356,329602,461,17344,585,20412,124,0.019509125235997484
1069,KY,Spencer County ,6435,470434,584,35499,636,40278,52,0.00808080808080808
1070,KY,Taylor County ,8070,399012,496,20046,541,19773,45,0.0055762081784386614
1071,KY,Todd County ,3746,193550,268,9349,214,7458,-54,-0.014415376401494928
1072,KY,Trigg County ,4697,233654,314,14514,345,19969,31,0.006599957419629551
1073,KY,Trimble County ,2827,154761,223,8149,260,10044,37,0.013088079235939158
1074,KY,Union County ,4577,249589,251,9762,222,7340,-29,-0.00633602796591654
1075,KY,Warren County ,41112,2672742,3126,141246,3037,128752,-89,-0.0021648180579879354
1076,KY,Washington County ,4141,216418,286,9213,300,11113,14,0.0033808258874667954
1077,KY,Wayne County ,5954,254353,293,11009,264,10906,-29,-0.0048706751763520325
1078,KY,Webster County ,4156,229407,310,12424,288,9786,-22,-0.0052935514918190565
1079,KY,Whitley County ,9990,488035,827,28163,780,26141,-47,-0.004704704704704705
1080,KY,Wolfe County ,1865,72166,107,3560,111,3710,4,0.0021447721179624667
1081,KY,Woodford County ,9616,770577,768,40730,771,40279,3,0.0003119800332778702
1082,ME,Androscoggin County ,39357,2179122,2525,115960,2680,113106,155,0.00393830830601926
1083,ME,Aroostook County ,24387,1229880,951,47595,861,42588,-90,-0.0036904908352810924
1084,ME,Cumberland County ,121235,10726185,8137,527263,8861,629612,724,0.0059718728090073
1085,ME,Franklin County ,10371,529577,685,33849,723,36060,38,0.003664063253302478
1086,ME,Hancock County ,22033,1380564,1201,72453,1433,89567,232,0.010529660055371488
1087,ME,Kennebec County ,46913,2784631,2865,147700,2991,145222,126,0.0026858226930701512
1088,ME,Knox County ,16269,1061882,968,48161,1002,73722,34,0.0020898641588296763
1089,ME,Lincoln County ,14320,884327,928,47128,1138,74466,210,0.014664804469273743
1090,ME,Oxford County ,20688,1037441,1302,53318,1499,71651,197,0.009522428460943541
1091,ME,Penobscot County ,54471,3239598,3068,148356,3002,139529,-66,-0.0012116539075838519
1092,ME,Piscataquis County ,5832,274080,343,14073,425,17748,82,0.014060356652949246
1093,ME,Sagadahoc County ,14591,1018294,1217,68029,1405,76811,188,0.012884654924268385
1094,ME,Somerset County ,17527,872431,1174,54012,1300,54618,126,0.007188908541108005
1095,ME,Waldo County ,14846,814885,1039,46800,1104,56847,65,0.0043782837127845885
1096,ME,Washington County ,11220,507701,510,20773,625,34978,115,0.010249554367201427
1097,ME,York County ,84439,5840835,5206,290171,6274,400274,1068,0.012648183896066983
1098,MD,Allegany County ,23357,1279241,1054,55071,957,42109,-97,-0.004152930598963908
1099,MD,Anne Arundel County ,217992,22622741,18828,1386775,19576,1342872,748,0.003431318580498367
1100,MD,Baltimore County ,315424,28755994,24263,1548545,23007,1269972,-1256,-0.003981941767271989
1101,MD,Calvert County ,34506,3363678,2543,188416,2571,187875,28,0.0008114530806236596
1102,MD,Caroline County ,11990,672894,863,37094,881,35642,18,0.0015012510425354462
1103,MD,Carroll County ,65930,6174528,4200,299699,4166,290397,-34,-0.0005156984680721977
1104,MD,Cecil County ,36332,2621910,2494,149379,2713,141380,219,0.006027744137399538
1105,MD,Charles County ,60779,5020214,5164,324951,5731,325012,567,0.009328880040803567
1106,MD,Dorchester County ,12045,645273,782,33908,759,36978,-23,-0.0019095060190950602
1107,MD,Frederick County ,96951,8925877,6822,474656,8215,565097,1393,0.01436808284597374
1108,MD,Garrett County ,11057,636729,514,25112,491,31358,-23,-0.0020801302342407526
1109,MD,Harford County ,98171,8610040,6332,424867,6702,416096,370,0.0037689337991871326
1110,MD,Howard County ,116264,15233847,11536,953048,12106,908741,570,0.004902635381545449
1111,MD,Kent County ,7332,581669,495,29673,580,38759,85,0.01159301691216585
1112,MD,Montgomery County ,405113,52588069,32326,2887619,27259,2063951,-5067,-0.012507621330344866
1113,MD,Prince George's County ,356130,23537391,30075,1664466,26676,1291788,-3399,-0.009544267542751242
1114,MD,Queen Anne's County ,18875,1864551,1361,93186,1560,123329,199,0.010543046357615894
1115,MD,St. Mary's County ,40656,3589778,3204,218529,3302,192347,98,0.0024104683195592287
1116,MD,Somerset County ,6799,323091,504,18077,514,20853,10,0.0014708045300779527
1117,MD,Talbot County ,14938,1444285,1017,81151,1183,118497,166,0.01111259874146472
1118,MD,Washington County ,54762,3554116,3437,171845,3586,180535,149,0.0027208648332785507
1119,MD,Wicomico County ,35135,2100913,2415,117676,2533,101091,118,0.0033584744556709833
1120,MD,Worcester County ,21316,1571637,1649,88364,1927,134082,278,0.013041846500281479
1121,MA,Barnstable County ,100287,8471195,5535,452658,6196,719738,661,0.006591083590096423
1122,MA,Berkshire County ,52653,3702620,2156,144858,2032,142403,-124,-0.002355041498110269
1123,MA,Bristol County ,219100,16411869,10412,677989,10780,634517,368,0.0016795983569146509
1124,MA,Dukes County ,8608,753089,537,38790,520,69455,-17,-0.001974907063197026
1125,MA,Essex County ,313172,31622947,17101,1307782,15962,1260065,-1139,-0.0036369790402717996
1126,MA,Franklin County ,28915,1886927,1782,116184,1803,84377,21,0.0007262666436105827
1127,MA,Hampden County ,177563,12132779,7531,410815,6369,310142,-1162,-0.00654415615865918
1128,MA,Hampshire County ,57798,4716596,4734,256570,4186,230145,-548,-0.009481296930689644
1129,MA,Middlesex County ,624151,86407105,48934,4974179,43495,3823209,-5439,-0.00871423742011148
1130,MA,Nantucket County ,5544,615699,463,33271,395,35978,-68,-0.012265512265512266
1131,MA,Norfolk County ,271058,45304006,23391,2374621,22934,2317114,-457,-0.0016859860251311528
1132,MA,Plymouth County ,204025,21041244,11602,1006256,12253,994861,651,0.0031907854429604216
1133,MA,Suffolk County ,287808,33868728,37812,3362013,31005,3242481,-6807,-0.023651184122748498
1134,MA,Worcester County ,319756,27046242,15631,1159915,14806,949727,-825,-0.0025800923203943005
1135,MI,Alcona County ,3917,188310,272,10487,361,18352,89,0.022721470513147816
1136,MI,Alger County ,3280,188939,149,6626,192,9383,43,0.013109756097560975
1137,MI,Allegan County ,43304,2952051,3421,174848,3472,199987,51,0.0011777203029743211
1138,MI,Alpena County ,11434,582125,562,21738,542,22705,-20,-0.0017491691446562883
1139,MI,Antrim County ,9040,572899,741,33690,837,54741,96,0.010619469026548672
1140,MI,Arenac County ,5697,279378,404,14241,420,18218,16,0.00280849569949096
1141,MI,Baraga County ,2738,136207,123,4579,116,5333,-7,-0.002556610664718773
