State,County Name,Median Home Price 2017
PA,Union County,179568
PA,Venango County,88637
PA,Warren County,96145
PA,Washington County,183026
PA,Wayne County,182071
PA,Westmoreland County,161739
PA,Wyoming County,170678
PA,York County,187621
RI,Bristol County,370301
RI,Kent County,251171
RI,Newport County,422705
RI,Providence County,250303
RI,Washington County,368239
SC,Abbeville County,98663
SC,Aiken County,154306
SC,Allendale County,55511
SC,Anderson County,156986
SC,Bamberg County,70108
SC,Barnwell County,81189
SC,Beaufort County,325289
SC,Berkeley County,197493
SC,Calhoun County,109767
SC,Charleston County,353561
SC,Cherokee County,100474
SC,Chester County,97784
SC,Chesterfield County,86516
SC,Clarendon County,95786
SC,Colleton County,90139
SC,Darlington County,88109
SC,Dillon County,71600
SC,Dorchester County,218260
SC,Edgefield County,131256
SC,Fairfield County,106809
SC,Florence County,133657
SC,Georgetown County,190294
SC,Greenville County,200691
SC,Greenwood County,137872
SC,Hampton County,80337
SC,Horry County,191044
SC,Jasper County,139257
SC,Kershaw County,126037
SC,Lancaster County,206458
SC,Laurens County,95777
SC,Lee County,74370
SC,Lexington County,168507
SC,McCormick County,124234
SC,Marion County,80763
SC,Marlboro County,64461
SC,Newberry County,106228
SC,Oconee County,171328
SC,Orangeburg County,98876
SC,Pickens County,170417
SC,Richland County,177699
SC,Saluda County,98358
SC,Spartanburg County,151750
SC,Sumter County,141754
SC,Union County,80550
SC,Williamsburg County,72878
SC,York County,219328
SD,Aurora County,75491
SD,Beadle County,109426
SD,Bennett County,72046
SD,Bon Homme County,83949
SD,Brookings County,172388
SD,Brown County,159649
SD,Brule County,122269
SD,Buffalo County,53669
SD,Butte County,129369
SD,Campbell County,68809
SD,Charles Mix County,93868
SD,Clark County,84680
SD,Clay County,152862
SD,Codington County,173850
SD,Corson County,55653
SD,Custer County,211543
SD,Davison County,147224
SD,Day County,89796
SD,Deuel County,117675
SD,Dewey County,68600
SD,Douglas County,84367
SD,Edmunds County,119032
SD,Fall River County,121851
SD,Faulk County,89483
SD,Grant County,120912
SD,Gregory County,71628
SD,Haakon County,81547
SD,Hamlin County,122582
SD,Hand County,120181
SD,Hanson County,126654
SD,Harding County,85933
SD,Hughes County,181054
SD,Hutchinson County,84889
SD,Hyde County,91989
SD,Jackson County,58263
SD,Jerauld County,81130
SD,Jones County,81130
SD,Kingsbury County,110575
SD,Lake County,162051
SD,Lawrence County,197552
SD,Lincoln County,226497
SD,Lyman County,85306
SD,McCook County,130368
SD,McPherson County,56906
SD,Marshall County,111410
SD,Meade County,178968
SD,Mellette County,47300
SD,Miner County,85620
SD,Minnehaha County,205651
SD,Moody County,124148
SD,Pennington County,204049
SD,Perkins County,77580
SD,Potter County,85202
SD,Roberts County,99924
SD,Sanborn County,76013
SD,Spink County,80712
SD,Stanley County,165288
SD,Sully County,127698
SD,Todd County,40199
SD,Tripp County,89587
SD,Turner County,119243
SD,Union County,173417
SD,Walworth County,86037
SD,Yankton County,146597
SD,Ziebach County,59620
TN,Anderson County,167064
TN,Bedford County,141204
TN,Benton County,96568
TN,Bledsoe County,141095
TN,Blount County,188916
TN,Bradley County,174880
TN,Campbell County,100922
TN,Cannon County,168805
TN,Carroll County,94499
TN,Carter County,121614
TN,Cheatham County,189600
TN,Chester County,122803
TN,Claiborne County,111809
TN,Clay County,98310
TN,Cocke County,116709
TN,Coffee County,128467
TN,Crockett County,105277
TN,Cumberland County,153289
TN,Davidson County,278228
TN,Decatur County,99943
TN,DeKalb County,142729
TN,Dickson County,162689
TN,Dyer County,106801
TN,Fayette County,199748
TN,Fentress County,112898
TN,Franklin County,131297
TN,Gibson County,103209
TN,Giles County,131079
TN,Grainger County,119816
TN,Greene County,125963
TN,Grundy County,89709
TN,Hamblen County,142132
TN,Hamilton County,190932
TN,Hancock County,90906
TN,Hardeman County,92975
TN,Hardin County,116926
TN,Hawkins County,120558
TN,Haywood County,113551
TN,Henderson County,100922
TN,Henry County,105604
TN,Hickman County,116540
TN,Houston County,103318
TN,Humphreys County,112136
TN,Jackson County,117253
TN,Jefferson County,148090
TN,Johnson County,124221
TN,Knox County,193975
TN,Lake County,81761
TN,Lauderdale County,88185
TN,Lawrence County,107564
TN,Lewis County,96132
TN,Lincoln County,127922
TN,Loudon County,207754
TN,McMinn County,134672
TN,McNairy County,95261
TN,Macon County,124213
TN,Madison County,141580
TN,Marion County,130519
TN,Marshall County,129882
TN,Maury County,205329
TN,Meigs County,128902
TN,Monroe County,125418
TN,Montgomery County,186688
TN,Moore County,180724
TN,Morgan County,99725
TN,Obion County,95370
TN,Overton County,124874
TN,Perry County,91668
TN,Pickett County,141204
TN,Polk County,116762
TN,Putnam County,174627
TN,Rhea County,124329
TN,Roane County,147954
TN,Robertson County,191602
TN,Rutherford County,240864
TN,Scott County,94390
TN,Sequatchie County,148718
TN,Sevier County,202389
TN,Shelby County,160446
TN,Smith County,134221
TN,Stewart County,145251
TN,Sullivan County,149182
TN,Sumner County,265106
TN,Tipton County,153752
TN,Trousdale County,142339
TN,Unicoi County,128618
TN,Union County,122930
TN,Van Buren County,103426
TN,Warren County,118233
TN,Washington County,172446
TN,Wayne County,104951
TN,Weakley County,102664
TN,White County,106366
TN,Williamson County,501967
TN,Wilson County,289348
TX,Anderson County,98602
TX,Andrews County,135336
TX,Angelina County,119976
TX,Aransas County,165668
TX,Archer County,129170
TX,Armstrong County,134097
TX,Atascosa County,103529
TX,Austin County,188563
TX,Bailey County,73038
TX,Bandera County,178725
TX,Bastrop County,195584
TX,Baylor County,72179
TX,Bee County,84316
TX,Bell County,163523
TX,Bexar County,172476
TX,Blanco County,247901
TX,Borden County,114821
TX,Bosque County,114606
TX,Bowie County,138825
TX,Brazoria County,210088
TX,Brazos County,203708
TX,Brewster County,121802
TX,Briscoe County,70568
TX,Brooks County,66486
TX,Brown County,102146
TX,Burleson County,106343
TX,Burnet County,183778
TX,Caldwell County,134389
TX,Calhoun County,117485
TX,Callahan County,81018
TX,Cameron County,93577
TX,Camp County,89794
TX,Carson County,112408
TX,Cass County,92587
TX,Castro County,86250
TX,Chambers County,184581
TX,Cherokee County,105476
TX,Childress County,87002
TX,Clay County,89678
TX,Cochran County,35767
TX,Coke County,87861
TX,Coleman County,70783
TX,Collin County,354363
TX,Collingsworth County,59935
TX,Colorado County,125347
TX,Comal County,304123
TX,Comanche County,96239
TX,Concho County,117936
TX,Cooke County,155422
TX,Coryell County,127975
TX,Cottle County,48012
TX,Crane County,87539
TX,Crockett County,86572
TX,Crosby County,60734
TX,Culberson County,61223
TX,Dallam County,82705
TX,Dallas County,191696
TX,Dawson County,71320
TX,Deaf Smith County,94520
TX,Delta County,80074
TX,Denton County,307370
TX,DeWitt County,107410
TX,Dickens County,58216
TX,Dimmit County,70031
TX,Donley County,69924
TX,Duval County,52094
TX,Eastland County,64231
TX,Ector County,171672
TX,Edwards County,78194
TX,Ellis County,208565
TX,El Paso County,127341
TX,Erath County,137806
TX,Falls County,67668
TX,Fannin County,105476
TX,Fayette County,170459
TX,Fisher County,64983
TX,Floyd County,64983
TX,Foard County,50912
TX,Fort Bend County,284136
TX,Franklin County,139955
TX,Freestone County,92480
TX,Frio County,81524
TX,Gaines County,119225
TX,Galveston County,222143
TX,Garza County,83242
TX,Gillespie County,289898
TX,Glasscock County,207945
TX,Goliad County,133845
TX,Gonzales County,99783
TX,Gray County,77013
TX,Grayson County,155203
TX,Gregg County,145007
TX,Grimes County,118258
TX,Guadalupe County,204688
TX,Hale County,86142
TX,Hall County,52308
TX,Hamilton County,116539
TX,Hansford County,100428
TX,Hardeman County,41245
TX,Hardin County,124521
TX,Harris County,187271
TX,Harrison County,152199
TX,Hartley County,157785
TX,Haskell County,52845
TX,Hays County,253426
TX,Hemphill County,140384
TX,Henderson County,124595
TX,Hidalgo County,89232
TX,Hill County,100643
TX,Hockley County,88398
TX,Hood County,183455
TX,Hopkins County,104402
TX,Houston County,86142
TX,Howard County,92050
TX,Hudspeth County,47368
TX,Hunt County,150399
TX,Hutchinson County,81094
TX,Irion County,155141
TX,Jack County,87431
TX,Jackson County,103865
TX,Jasper County,104617
TX,Jeff Davis County,119547
TX,Jefferson County,118026
TX,Jim Hogg County,66379
TX,Jim Wells County,79268
TX,Johnson County,168911
TX,Jones County,77417
TX,Karnes County,101072
TX,Kaufman County,199692
TX,Kendall County,320714
TX,Kent County,75724
TX,Kerr County,176152
TX,Kimble County,115143
TX,King County,41675
TX,Kinney County,68957
TX,Kleberg County,93231
TX,Knox County,47690
TX,Lamar County,94628
TX,Lamb County,67346
TX,Lampasas County,151970
TX,La Salle County,76046
TX,Lavaca County,153918
TX,Lee County,148547
TX,Leon County,109880
TX,Liberty County,106766
TX,Limestone County,91083
TX,Lipscomb County,99246
TX,Live Oak County,91191
TX,Llano County,198171
TX,Loving County,99354
TX,Lubbock County,145444
TX,Lynn County,82491
TX,McCulloch County,88076
TX,McLennan County,155589
TX,McMullen County,80235
TX,Madison County,109235
TX,Marion County,95165
TX,Martin County,129428
TX,Mason County,167989
TX,Matagorda County,109773
TX,Maverick County,102146
TX,Medina County,144790
TX,Menard County,65305
TX,Midland County,230806
TX,Milam County,95057
TX,Mills County,119439
TX,Mitchell County,70568
TX,Montague County,115036
TX,Montgomery County,253354
TX,Moore County,114284
TX,Morris County,88398
TX,Motley County,61546
TX,Nacogdoches County,152092
TX,Navarro County,95487
TX,Newton County,78731
TX,Nolan County,70998
TX,Nueces County,144503
TX,Ochiltree County,109987
TX,Oldham County,93446
TX,Orange County,117916
TX,Palo Pinto County,95165
TX,Panola County,104402
TX,Parker County,236717
TX,Parmer County,92587
TX,Pecos County,73683
TX,Polk County,91191
TX,Potter County,95098
TX,Presidio County,54457
TX,Rains County,122447
TX,Randall County,181334
TX,Reagan County,94950
TX,Real County,112887
TX,Red River County,70031
TX,Reeves County,56820
TX,Refugio County,86787
TX,Roberts County,145755
TX,Robertson County,100358
TX,Rockwall County,291816
TX,Runnels County,82168
TX,Rusk County,117186
TX,Sabine County,98924
TX,San Augustine County,87968
TX,San Jacinto County,103215
TX,San Patricio County,126050
TX,San Saba County,104187
TX,Schleicher County,78302
TX,Scurry County,96454
TX,Shackelford County,84746
TX,Shelby County,78516
TX,Sherman County,93231
TX,Smith County,167706
TX,Somervell County,184959
TX,Starr County,72179
TX,Stephens County,78839
TX,Sterling County,70998
TX,Stonewall County,57679
TX,Sutton County,102576
TX,Swisher County,76046
TX,Tarrant County,203964
TX,Taylor County,129311
TX,Terrell County,71535
TX,Terry County,73038
TX,Throckmorton County,73683
TX,Titus County,103435
TX,Tom Green County,148783
TX,Travis County,347488
TX,Trinity County,80879
TX,Tyler County,87539
TX,Upshur County,117608
TX,Upton County,67561
TX,Uvalde County,83565
TX,Val Verde County,101502
TX,Van Zandt County,120943
TX,Victoria County,143456
TX,Walker County,167989
TX,Waller County,169620
TX,Ward County,91943
TX,Washington County,175507
TX,Webb County,138809
TX,Wharton County,124273
TX,Wheeler County,92909
TX,Wichita County,103562
TX,Wilbarger County,75079
TX,Willacy County,52738
TX,Williamson County,294619
TX,Wilson County,183788
TX,Winkler County,62512
TX,Wise County,176141
TX,Wood County,125669
TX,Yoakum County,87968
TX,Young County,93983
TX,Zapata County,65198
TX,Zavala County,42856
UT,Beaver County,161460
UT,Box Elder County,196865
UT,Cache County,238659
UT,Carbon County,142387
UT,Daggett County,222405
UT,Davis County,320787
UT,Duchesne County,195221
UT,Emery County,149293
UT,Garfield County,182287
UT,Grand County,253097
UT,Iron County,200702
UT,Juab County,198747
UT,Kane County,208484
UT,Millard County,164748
UT,Morgan County,352775
UT,Piute County,157624
UT,Rich County,175819
UT,Salt Lake County,339715
UT,San Juan County,149731
UT,Sanpete County,185685
UT,Sevier County,167489
UT,Summit County,628648
UT,Tooele County,252225
UT,Uintah County,213526
UT,Utah County,336785
UT,Wasatch County,391648
UT,Washington County,311958
UT,Wayne County,192700
UT,Weber County,250686
VT,Addison County,247640
VT,Bennington County,217965
VT,Caledonia County,171885
VT,Chittenden County,309038
VT,Essex County,134687
VT,Franklin County,219945
VT,Grand Isle County,288948
VT,Lamoille County,235311
VT,Orange County,196754
VT,Orleans County,168333
VT,Rutland County,185573
VT,Washington County,226951
VT,Windham County,221518
VT,Windsor County,226011
VA,Accomack County,160812
VA,Albemarle County,357599
VA,Alleghany County,116210
VA,Amelia County,198727
VA,Amherst County,162952
VA,Appomattox County,163167
VA,Arlington County,780073
VA,Augusta County,216564
VA,Bath County,154572
VA,Bedford County,213935
VA,Bland County,111811
VA,Botetourt County,228828
VA,Brunswick County,113448
VA,Buchanan County,73552
VA,Buckingham County,135544
VA,Campbell County,165964
VA,Caroline County,207423
VA,Carroll County,109765
VA,Charles City County,175000
VA,Charlotte County,109970
VA,Chesterfield County,258205
VA,Clarke County,353479
VA,Craig County,171413
VA,Culpeper County,272521
VA,Cumberland County,157392
VA,Dickenson County,79281
VA,Dinwiddie County,171886
VA,Essex County,181271
VA,Fairfax County,601689
VA,Fauquier County,413966
VA,Floyd County,157334
VA,Fluvanna County,242618
VA,Franklin County,183998
VA,Frederick County,243356
VA,Giles County,120902
VA,Gloucester County,232453
VA,Goochland County,351825
VA,Grayson County,97899
VA,Greene County,257935
VA,Greensville County,91454
VA,Halifax County,113346
VA,Hanover County,313067
VA,Henrico County,256595
VA,Henry County,96467
VA,Highland County,188228
VA,Isle of Wight County,258385
VA,James City County,360349
VA,King and Queen County,182515
VA,King George County,301062
VA,King William County,214402
VA,Lancaster County,232113
VA,Lee County,83577
VA,Loudoun County,539928
VA,Louisa County,228573
VA,Lunenburg County,110891
VA,Madison County,262393
VA,Mathews County,235669
VA,Mecklenburg County,128179
VA,Middlesex County,254107
VA,Montgomery County,251623
VA,Nelson County,246128
VA,New Kent County,275490
VA,Northampton County,169610
VA,Northumberland County,284285
VA,Nottoway County,137897
VA,Orange County,240604
VA,Page County,176157
VA,Patrick County,118665
VA,Powhatan County,283757
VA,Prince Edward County,158357
VA,Prince George County,227714
VA,Prince William County,401975
VA,Pulaski County,147405
VA,Rappahannock County,366839
VA,Richmond County,166950
VA,Roanoke County,204593
VA,Rockbridge County,201731
VA,Rockingham County,230336
VA,Russell County,97080
VA,Scott County,94545
VA,Shenandoah County,208687
VA,Smyth County,91659
VA,Southampton County,176770
VA,Spotsylvania County,303391
VA,Stafford County,367593
VA,Surry County,179137
VA,Sussex County,130552
VA,Tazewell County,98717
VA,Warren County,245133
VA,Washington County,143332
VA,Westmoreland County,207767
VA,Wise County,86442
VA,Wythe County,130327
VA,York County,340745
VA,Alexandria city,608268
VA,Bristol city,119200
VA,Buena Vista city,114266
VA,Charlottesville city,295482
VA,Chesapeake city,280272
VA,Colonial Heights city,175322
VA,Covington city,73859
VA,Emporia city,118358
VA,Fairfax city,532606
VA,Falls Church city,787396
VA,Franklin city,190376
VA,Fredericksburg city,362075
VA,Galax city,107924
VA,Hampton city,190962
VA,Harrisonburg city,203843
VA,Hopewell city,131411
VA,Lexington city,258302
VA,Lynchburg city,172525
VA,Manassas city,325782
VA,Manassas Park city,279409
VA,Martinsville city,92170
VA,Newport News city,199675
VA,Norfolk city,212019
VA,Norton city,94625
VA,Petersburg city,121212
VA,Poquoson city,328609
VA,Portsmouth city,181730
VA,Radford city,169579
VA,Richmond city,250368
VA,Roanoke city,141769
VA,Salem city,180982
VA,Staunton city,166234
VA,Suffolk city,261393
VA,Virginia Beach city,292823
VA,Waynesboro city,165313
VA,Williamsburg city,318443
VA,Winchester city,226345
WA,Adams County,168058
WA,Asotin County,191852
WA,Benton County,268153
WA,Chelan County,334498
WA,Clallam County,286470
WA,Clark County,355160
WA,Columbia County,180805
WA,Cowlitz County,235917
WA,Douglas County,264345
WA,Ferry County,185501
WA,Franklin County,235602
WA,Garfield County,160790
WA,Grant County,198919
WA,Grays Harbor County,189191
WA,Island County,406784
WA,Jefferson County,339918
WA,King County,636990
WA,Kitsap County,374961
WA,Kittitas County,287030
WA,Klickitat County,245099
WA,Lewis County,221282
WA,Lincoln County,168282
WA,Mason County,231122
WA,Okanogan County,189079
WA,Pacific County,182706
WA,Pend Oreille County,207976
WA,Pierce County,339291
WA,San Juan County,505740
WA,Skagit County,343892
WA,Skamania County,268097
WA,Snohomish County,461015
WA,Spokane County,252290
WA,Stevens County,206411
WA,Thurston County,324122
WA,Wahkiakum County,226538
WA,Walla Walla County,219493
WA,Whatcom County,404200
WA,Whitman County,222959
WA,Yakima County,200196
WV,Barbour County,104491
WV,Berkeley County,186036
WV,Boone County,71380
WV,Braxton County,94062
WV,Brooke County,96135
WV,Cabell County,141620
WV,Calhoun County,82498
WV,Clay County,78637
WV,Doddridge County,109344
WV,Fayette County,89209
WV,Gilmer County,94579
WV,Grant County,149302
WV,Greenbrier County,119153
WV,Hampshire County,136788
WV,Hancock County,94868
WV,Hardy County,125864
WV,Harrison County,124315
WV,Jackson County,116984
WV,Jefferson County,241206
WV,Kanawha County,111245
WV,Lewis County,101806
WV,Lincoln County,81520
WV,Logan County,88590
WV,McDowell County,35932
WV,Marion County,113680
WV,Marshall County,104355
WV,Mason County,80846
WV,Mercer County,92307
WV,Mineral County,122552
WV,Mingo County,73309
WV,Monongalia County,225498
WV,Monroe County,109137
WV,Morgan County,182401
WV,Nicholas County,91791
WV,Ohio County,120040
WV,Pendleton County,111409
WV,Pleasants County,104524
WV,Pocahontas County,121011
WV,Preston County,110877
WV,Putnam County,156578
WV,Raleigh County,104491
WV,Randolph County,103045
WV,Ritchie County,84770
WV,Roane County,95714
WV,Summers County,98192
WV,Taylor County,103458
WV,Tucker County,107692
WV,Tyler County,95405
WV,Upshur County,115539
WV,Wayne County,91845
WV,Webster County,70624
WV,Wetzel County,93649
WV,Wirt County,81263
WV,Wood County,130480
WV,Wyoming County,70108
WI,Adams County,137164
WI,Ashland County,115269
WI,Barron County,156160
WI,Bayfield County,175372
WI,Brown County,188201
WI,Buffalo County,161419
WI,Burnett County,161849
WI,Calumet County,184176
WI,Chippewa County,169305
WI,Clark County,126002
WI,Columbia County,195427
WI,Crawford County,136305
WI,Dane County,285708
WI,Dodge County,176767
WI,Door County,219698
WI,Douglas County,149386
WI,Dunn County,168181
WI,Eau Claire County,186246
WI,Florence County,142315
WI,Fond du Lac County,160653
WI,Forest County,141027
WI,Grant County,147252
WI,Green County,175587
WI,Green Lake County,149506
WI,Iowa County,186312
WI,Iron County,115054
WI,Jackson County,138881
WI,Jefferson County,205423
WI,Juneau County,128899
WI,Kenosha County,183621
WI,Kewaunee County,169207
WI,La Crosse County,184104
WI,Lafayette County,135876
WI,Langlade County,113981
WI,Lincoln County,145428
WI,Manitowoc County,132119
WI,Marathon County,157317
WI,Marinette County,125143
WI,Marquette County,154551
WI,Menominee County,91657
WI,Milwaukee County,168165
WI,Monroe County,154658
WI,Oconto County,170075
WI,Oneida County,177089
WI,Outagamie County,184395
WI,Ozaukee County,311909
WI,Pepin County,154336
WI,Pierce County,211028
WI,Polk County,169898
WI,Portage County,173869
WI,Price County,128792
WI,Racine County,192104
WI,Richland County,144247
WI,Rock County,159311
WI,Rusk County,114088
WI,St. Croix County,271290
WI,Sauk County,185139
WI,Sawyer County,173547
WI,Shawano County,145750
WI,Sheboygan County,167937
WI,Taylor County,138773
WI,Trempealeau County,157770
WI,Vernon County,159810
WI,Vilas County,221630
WI,Walworth County,218410
WI,Washburn County,157770
WI,Washington County,248821
WI,Waukesha County,299056
WI,Waupaca County,152726
WI,Waushara County,150794
WI,Winnebago County,168781
WI,Wood County,145428
WY,Albany County,233037
WY,Big Horn County,158737
WY,Campbell County,223527
WY,Carbon County,165738
WY,Converse County,206076
WY,Crook County,228857
WY,Fremont County,198238
WY,Goshen County,161872
WY,Hot Springs County,154348
WY,Johnson County,266686
WY,Laramie County,231243
WY,Lincoln County,215167
WY,Natrona County,215347
WY,Niobrara County,159364
WY,Park County,246831
WY,Platte County,177547
WY,Sheridan County,251742
WY,Sublette County,276718
WY,Sweetwater County,210047
WY,Teton County,772365
WY,Uinta County,186429
WY,Washakie County,172949
WY,Weston County,188206
